"HBIPS-2 Measure Description","N HBIPS-2 Overall Rate Per 1000","N HBIPS-2 Overall Num","N HBIPS-2 Overall Den","HBIPS-3 Measure Description","N HBIPS-3 Overall Rate Per 1000","N HBIPS-3 Overall Num","N HBIPS-3 Overall Den","SMD Measure Description","N SMD %","SMD Top 10%","SUB-2/-2a Measure Description","N SUB-2 %","SUB-2 Top 10%","N SUB-2a %","SUB-2a Top 10%","SUB-3/-3a Measure Description","N SUB-3 %","SUB-3 Top 10%","N SUB-3a %","SUB-3a Top 10%","TOB-3/-3a Measure Description","N TOB-3 %","TOB-3 Top 10%","N TOB-3a %","TOB-3a Top 10%","TR-1 Measure Description","N TR-1 %","TR-1 Top 10%","Start Date","End Date","FAPH Measure Description","N FAPH-30 %","FAPH-30 Top 10%","N FAPH-7 %","FAPH-7 Top 10%","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Description","MedCont %","MedCont Top 10%","N MedCont Measure Start Date","N MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF National Rate","N READM-30-IPF # IPFs Worse","N READM-30-IPF # IPFs Same","N READM-30-IPF # IPFs Better","N READM-30-IPF # IPFs Too Few","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","N IMM-2 %","IMM-2 Top 10%","Flu Season Start Date","Flu Season End Date"
Hours of physical-restraint use,0.30,203955.58,28053421,Hours of seclusion use,0.36,242818.60,28047132,Screening for metabolic disorders (SMD),80,100,Alcohol use brief intervention provided or offered,58,100,76,100,Alcohol and other drug use disorder treatment provided or offered at discharge,71,100,59,99,Tobacco use treatment provided or offered at discharge,57,97,16,79,Transition record with specified elements received by discharged patients (TR1),63,99,01/01/2023,12/31/2023,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,59.5,76.9,35.7,53.8,07/01/2022,06/30/2023,Medication Continuation Following Inpatient Psychiatric Discharge,77.8,88.4,07/01/2021,06/30/2023,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),19.4,98,1261,45,143,07/01/2021,06/30/2023,Influenza immunization (IPFQR-IMM-2),76,99,10/01/2023,03/31/2024
