"Facility ID","Measure ID","Value","Footnote","Start Date","End Date"
050777,MSPB-1,0.888659,,01/01/2023,12/31/2023
050778,MSPB-1,N/A,1,01/01/2023,12/31/2023
050779,MSPB-1,1.025294,,01/01/2023,12/31/2023
050780,MSPB-1,1.292313,,01/01/2023,12/31/2023
050782,MSPB-1,1.214765,,01/01/2023,12/31/2023
050783,MSPB-1,0.982145,,01/01/2023,12/31/2023
050784,MSPB-1,0.988875,,01/01/2023,12/31/2023
050785,MSPB-1,0.852176,,01/01/2023,12/31/2023
050854,MSPB-1,0.968580,,01/01/2023,12/31/2023
060001,MSPB-1,1.044354,,01/01/2023,12/31/2023
060003,MSPB-1,0.980421,,01/01/2023,12/31/2023
060004,MSPB-1,0.963921,,01/01/2023,12/31/2023
060006,MSPB-1,0.957142,,01/01/2023,12/31/2023
060008,MSPB-1,1.026190,,01/01/2023,12/31/2023
060009,MSPB-1,0.989109,,01/01/2023,12/31/2023
060010,MSPB-1,1.006719,,01/01/2023,12/31/2023
060011,MSPB-1,0.952940,,01/01/2023,12/31/2023
060012,MSPB-1,0.925111,,01/01/2023,12/31/2023
060013,MSPB-1,0.905907,,01/01/2023,12/31/2023
060014,MSPB-1,1.060390,,01/01/2023,12/31/2023
060015,MSPB-1,1.011313,,01/01/2023,12/31/2023
060020,MSPB-1,0.991440,,01/01/2023,12/31/2023
060022,MSPB-1,1.000556,,01/01/2023,12/31/2023
060023,MSPB-1,1.006701,,01/01/2023,12/31/2023
060024,MSPB-1,0.968431,,01/01/2023,12/31/2023
060027,MSPB-1,0.932473,,01/01/2023,12/31/2023
060028,MSPB-1,0.927965,,01/01/2023,12/31/2023
060030,MSPB-1,0.978678,,01/01/2023,12/31/2023
060031,MSPB-1,1.014302,,01/01/2023,12/31/2023
060032,MSPB-1,1.023235,,01/01/2023,12/31/2023
060034,MSPB-1,1.072588,,01/01/2023,12/31/2023
060044,MSPB-1,0.966820,,01/01/2023,12/31/2023
060049,MSPB-1,0.898997,,01/01/2023,12/31/2023
060054,MSPB-1,1.008727,,01/01/2023,12/31/2023
060064,MSPB-1,0.948949,,01/01/2023,12/31/2023
060065,MSPB-1,1.046748,,01/01/2023,12/31/2023
060071,MSPB-1,0.914129,,01/01/2023,12/31/2023
060075,MSPB-1,1.013650,,01/01/2023,12/31/2023
060076,MSPB-1,0.932984,,01/01/2023,12/31/2023
060096,MSPB-1,0.975825,,01/01/2023,12/31/2023
060100,MSPB-1,1.005795,,01/01/2023,12/31/2023
060103,MSPB-1,0.953840,,01/01/2023,12/31/2023
060104,MSPB-1,0.961386,,01/01/2023,12/31/2023
060107,MSPB-1,N/A,1,01/01/2023,12/31/2023
060112,MSPB-1,0.995660,,01/01/2023,12/31/2023
060113,MSPB-1,0.959142,,01/01/2023,12/31/2023
060114,MSPB-1,0.952346,,01/01/2023,12/31/2023
060116,MSPB-1,1.036610,,01/01/2023,12/31/2023
060117,MSPB-1,0.978983,,01/01/2023,12/31/2023
060118,MSPB-1,0.841520,,01/01/2023,12/31/2023
060119,MSPB-1,1.041017,,01/01/2023,12/31/2023
060124,MSPB-1,0.896808,,01/01/2023,12/31/2023
060125,MSPB-1,0.948850,,01/01/2023,12/31/2023
060126,MSPB-1,1.144516,,01/01/2023,12/31/2023
060128,MSPB-1,0.975545,,01/01/2023,12/31/2023
060129,MSPB-1,1.031206,,01/01/2023,12/31/2023
060130,MSPB-1,0.883811,,01/01/2023,12/31/2023
060131,MSPB-1,1.021741,,01/01/2023,12/31/2023
060132,MSPB-1,0.980448,,01/01/2023,12/31/2023
070002,MSPB-1,1.039084,,01/01/2023,12/31/2023
070003,MSPB-1,0.981858,,01/01/2023,12/31/2023
070004,MSPB-1,0.935745,,01/01/2023,12/31/2023
070005,MSPB-1,0.950196,,01/01/2023,12/31/2023
070006,MSPB-1,1.020573,,01/01/2023,12/31/2023
070007,MSPB-1,0.979323,,01/01/2023,12/31/2023
070008,MSPB-1,0.938765,,01/01/2023,12/31/2023
070010,MSPB-1,0.975780,,01/01/2023,12/31/2023
070011,MSPB-1,1.007165,,01/01/2023,12/31/2023
070012,MSPB-1,0.867819,,01/01/2023,12/31/2023
070016,MSPB-1,1.025906,,01/01/2023,12/31/2023
070017,MSPB-1,1.008263,,01/01/2023,12/31/2023
070018,MSPB-1,0.954424,,01/01/2023,12/31/2023
070020,MSPB-1,0.964161,,01/01/2023,12/31/2023
070021,MSPB-1,0.922157,,01/01/2023,12/31/2023
070022,MSPB-1,1.011344,,01/01/2023,12/31/2023
070024,MSPB-1,0.962175,,01/01/2023,12/31/2023
070025,MSPB-1,1.014540,,01/01/2023,12/31/2023
070027,MSPB-1,0.977230,,01/01/2023,12/31/2023
070028,MSPB-1,1.043460,,01/01/2023,12/31/2023
070029,MSPB-1,1.033954,,01/01/2023,12/31/2023
070031,MSPB-1,0.980899,,01/01/2023,12/31/2023
070033,MSPB-1,0.998010,,01/01/2023,12/31/2023
070034,MSPB-1,1.026150,,01/01/2023,12/31/2023
070035,MSPB-1,1.044451,,01/01/2023,12/31/2023
070036,MSPB-1,0.986604,,01/01/2023,12/31/2023
070038,MSPB-1,N/A,1,01/01/2023,12/31/2023
080001,MSPB-1,1.044937,,01/01/2023,12/31/2023
080003,MSPB-1,1.019665,,01/01/2023,12/31/2023
080004,MSPB-1,1.061541,,01/01/2023,12/31/2023
080006,MSPB-1,1.022691,,01/01/2023,12/31/2023
080007,MSPB-1,1.009005,,01/01/2023,12/31/2023
080009,MSPB-1,1.007560,,01/01/2023,12/31/2023
090001,MSPB-1,0.974417,,01/01/2023,12/31/2023
090003,MSPB-1,0.985660,,01/01/2023,12/31/2023
090004,MSPB-1,1.022254,,01/01/2023,12/31/2023
090005,MSPB-1,0.972086,,01/01/2023,12/31/2023
090008,MSPB-1,1.047742,,01/01/2023,12/31/2023
090011,MSPB-1,1.001609,,01/01/2023,12/31/2023
100001,MSPB-1,0.993172,,01/01/2023,12/31/2023
100002,MSPB-1,1.050590,,01/01/2023,12/31/2023
100006,MSPB-1,0.977400,,01/01/2023,12/31/2023
100007,MSPB-1,0.974871,,01/01/2023,12/31/2023
100008,MSPB-1,1.033933,,01/01/2023,12/31/2023
100012,MSPB-1,0.987783,,01/01/2023,12/31/2023
100014,MSPB-1,0.964574,,01/01/2023,12/31/2023
100017,MSPB-1,1.041406,,01/01/2023,12/31/2023
100018,MSPB-1,1.016855,,01/01/2023,12/31/2023
100019,MSPB-1,1.086160,,01/01/2023,12/31/2023
100022,MSPB-1,1.145615,,01/01/2023,12/31/2023
100023,MSPB-1,0.945557,,01/01/2023,12/31/2023
100025,MSPB-1,1.028920,,01/01/2023,12/31/2023
100026,MSPB-1,1.079342,,01/01/2023,12/31/2023
100028,MSPB-1,0.994803,,01/01/2023,12/31/2023
100029,MSPB-1,1.182644,,01/01/2023,12/31/2023
100030,MSPB-1,0.934127,,01/01/2023,12/31/2023
100032,MSPB-1,1.059220,,01/01/2023,12/31/2023
100034,MSPB-1,1.012580,,01/01/2023,12/31/2023
100035,MSPB-1,1.043557,,01/01/2023,12/31/2023
100038,MSPB-1,1.047216,,01/01/2023,12/31/2023
100039,MSPB-1,1.052128,,01/01/2023,12/31/2023
100040,MSPB-1,0.995295,,01/01/2023,12/31/2023
100043,MSPB-1,1.043211,,01/01/2023,12/31/2023
100044,MSPB-1,1.029499,,01/01/2023,12/31/2023
100045,MSPB-1,0.987522,,01/01/2023,12/31/2023
100046,MSPB-1,0.933831,,01/01/2023,12/31/2023
100047,MSPB-1,1.004267,,01/01/2023,12/31/2023
100049,MSPB-1,0.991250,,01/01/2023,12/31/2023
100050,MSPB-1,1.277338,,01/01/2023,12/31/2023
100051,MSPB-1,0.969755,,01/01/2023,12/31/2023
100052,MSPB-1,1.024368,,01/01/2023,12/31/2023
100053,MSPB-1,1.260301,,01/01/2023,12/31/2023
100054,MSPB-1,0.898818,,01/01/2023,12/31/2023
100055,MSPB-1,1.007601,,01/01/2023,12/31/2023
100057,MSPB-1,0.951162,,01/01/2023,12/31/2023
100062,MSPB-1,1.023090,,01/01/2023,12/31/2023
100063,MSPB-1,1.016379,,01/01/2023,12/31/2023
100067,MSPB-1,1.031302,,01/01/2023,12/31/2023
100068,MSPB-1,0.993562,,01/01/2023,12/31/2023
100069,MSPB-1,0.974260,,01/01/2023,12/31/2023
100071,MSPB-1,1.032024,,01/01/2023,12/31/2023
100072,MSPB-1,0.948127,,01/01/2023,12/31/2023
100073,MSPB-1,1.048632,,01/01/2023,12/31/2023
100075,MSPB-1,1.003295,,01/01/2023,12/31/2023
100077,MSPB-1,1.020479,,01/01/2023,12/31/2023
100080,MSPB-1,0.997705,,01/01/2023,12/31/2023
100084,MSPB-1,1.006920,,01/01/2023,12/31/2023
100086,MSPB-1,1.135548,,01/01/2023,12/31/2023
100087,MSPB-1,1.027540,,01/01/2023,12/31/2023
100088,MSPB-1,0.976076,,01/01/2023,12/31/2023
100090,MSPB-1,1.075056,,01/01/2023,12/31/2023
100092,MSPB-1,1.006157,,01/01/2023,12/31/2023
100093,MSPB-1,1.035315,,01/01/2023,12/31/2023
100099,MSPB-1,0.943275,,01/01/2023,12/31/2023
100105,MSPB-1,1.001404,,01/01/2023,12/31/2023
100107,MSPB-1,0.897596,,01/01/2023,12/31/2023
100109,MSPB-1,1.020546,,01/01/2023,12/31/2023
100110,MSPB-1,1.036329,,01/01/2023,12/31/2023
100113,MSPB-1,0.994138,,01/01/2023,12/31/2023
100117,MSPB-1,0.961419,,01/01/2023,12/31/2023
100118,MSPB-1,0.913884,,01/01/2023,12/31/2023
100121,MSPB-1,1.034208,,01/01/2023,12/31/2023
100122,MSPB-1,1.060385,,01/01/2023,12/31/2023
100124,MSPB-1,0.935343,,01/01/2023,12/31/2023
100125,MSPB-1,1.029102,,01/01/2023,12/31/2023
100126,MSPB-1,1.098625,,01/01/2023,12/31/2023
100127,MSPB-1,1.017593,,01/01/2023,12/31/2023
100128,MSPB-1,0.993007,,01/01/2023,12/31/2023
100130,MSPB-1,1.189016,,01/01/2023,12/31/2023
100131,MSPB-1,1.063765,,01/01/2023,12/31/2023
100132,MSPB-1,1.060962,,01/01/2023,12/31/2023
100134,MSPB-1,1.060759,,01/01/2023,12/31/2023
100135,MSPB-1,1.072867,,01/01/2023,12/31/2023
100137,MSPB-1,0.949955,,01/01/2023,12/31/2023
100140,MSPB-1,0.903939,,01/01/2023,12/31/2023
100142,MSPB-1,1.046093,,01/01/2023,12/31/2023
100150,MSPB-1,0.933474,,01/01/2023,12/31/2023
100151,MSPB-1,0.993381,,01/01/2023,12/31/2023
100154,MSPB-1,1.068047,,01/01/2023,12/31/2023
100156,MSPB-1,1.002759,,01/01/2023,12/31/2023
100157,MSPB-1,1.002411,,01/01/2023,12/31/2023
100161,MSPB-1,1.062236,,01/01/2023,12/31/2023
100166,MSPB-1,1.051790,,01/01/2023,12/31/2023
100167,MSPB-1,1.078074,,01/01/2023,12/31/2023
100168,MSPB-1,1.019098,,01/01/2023,12/31/2023
100173,MSPB-1,1.042373,,01/01/2023,12/31/2023
100175,MSPB-1,1.043926,,01/01/2023,12/31/2023
100176,MSPB-1,1.002999,,01/01/2023,12/31/2023
100177,MSPB-1,1.058246,,01/01/2023,12/31/2023
100179,MSPB-1,1.080656,,01/01/2023,12/31/2023
100180,MSPB-1,1.024978,,01/01/2023,12/31/2023
100181,MSPB-1,1.107663,,01/01/2023,12/31/2023
100183,MSPB-1,1.199747,,01/01/2023,12/31/2023
100187,MSPB-1,1.079913,,01/01/2023,12/31/2023
100189,MSPB-1,0.999620,,01/01/2023,12/31/2023
100191,MSPB-1,0.942341,,01/01/2023,12/31/2023
100200,MSPB-1,1.059145,,01/01/2023,12/31/2023
100204,MSPB-1,0.991436,,01/01/2023,12/31/2023
100206,MSPB-1,1.033073,,01/01/2023,12/31/2023
100209,MSPB-1,1.067357,,01/01/2023,12/31/2023
100211,MSPB-1,0.991870,,01/01/2023,12/31/2023
100212,MSPB-1,1.020325,,01/01/2023,12/31/2023
100213,MSPB-1,1.063242,,01/01/2023,12/31/2023
100217,MSPB-1,1.024127,,01/01/2023,12/31/2023
100220,MSPB-1,1.013939,,01/01/2023,12/31/2023
100223,MSPB-1,1.033942,,01/01/2023,12/31/2023
100224,MSPB-1,1.266948,,01/01/2023,12/31/2023
100226,MSPB-1,1.041566,,01/01/2023,12/31/2023
100228,MSPB-1,1.085661,,01/01/2023,12/31/2023
100230,MSPB-1,0.974899,,01/01/2023,12/31/2023
100231,MSPB-1,1.010146,,01/01/2023,12/31/2023
100232,MSPB-1,1.047402,,01/01/2023,12/31/2023
100236,MSPB-1,1.002846,,01/01/2023,12/31/2023
100238,MSPB-1,1.074167,,01/01/2023,12/31/2023
100242,MSPB-1,1.044806,,01/01/2023,12/31/2023
100243,MSPB-1,0.990391,,01/01/2023,12/31/2023
100244,MSPB-1,0.990316,,01/01/2023,12/31/2023
100246,MSPB-1,1.080122,,01/01/2023,12/31/2023
100248,MSPB-1,1.049931,,01/01/2023,12/31/2023
100249,MSPB-1,0.945365,,01/01/2023,12/31/2023
100252,MSPB-1,0.983166,,01/01/2023,12/31/2023
100253,MSPB-1,0.996037,,01/01/2023,12/31/2023
100254,MSPB-1,1.004431,,01/01/2023,12/31/2023
100256,MSPB-1,1.035218,,01/01/2023,12/31/2023
100258,MSPB-1,1.028702,,01/01/2023,12/31/2023
100259,MSPB-1,0.950898,,01/01/2023,12/31/2023
100260,MSPB-1,0.982856,,01/01/2023,12/31/2023
100264,MSPB-1,0.999215,,01/01/2023,12/31/2023
100265,MSPB-1,1.017630,,01/01/2023,12/31/2023
100266,MSPB-1,1.005692,,01/01/2023,12/31/2023
100267,MSPB-1,0.943319,,01/01/2023,12/31/2023
100268,MSPB-1,1.031957,,01/01/2023,12/31/2023
100269,MSPB-1,0.949858,,01/01/2023,12/31/2023
100275,MSPB-1,0.990080,,01/01/2023,12/31/2023
100276,MSPB-1,1.074089,,01/01/2023,12/31/2023
100277,MSPB-1,N/A,1,01/01/2023,12/31/2023
100281,MSPB-1,0.980977,,01/01/2023,12/31/2023
100284,MSPB-1,1.336030,,01/01/2023,12/31/2023
100285,MSPB-1,0.990167,,01/01/2023,12/31/2023
100286,MSPB-1,1.003733,,01/01/2023,12/31/2023
100287,MSPB-1,0.988272,,01/01/2023,12/31/2023
100288,MSPB-1,1.034234,,01/01/2023,12/31/2023
100289,MSPB-1,0.938430,,01/01/2023,12/31/2023
100290,MSPB-1,1.035682,,01/01/2023,12/31/2023
100291,MSPB-1,1.064681,,01/01/2023,12/31/2023
100292,MSPB-1,0.995770,,01/01/2023,12/31/2023
100296,MSPB-1,1.036793,,01/01/2023,12/31/2023
100299,MSPB-1,1.099555,,01/01/2023,12/31/2023
100302,MSPB-1,0.977830,,01/01/2023,12/31/2023
100307,MSPB-1,0.999190,,01/01/2023,12/31/2023
100313,MSPB-1,0.942769,,01/01/2023,12/31/2023
100314,MSPB-1,0.989615,,01/01/2023,12/31/2023
100315,MSPB-1,1.048907,,01/01/2023,12/31/2023
100316,MSPB-1,0.955951,,01/01/2023,12/31/2023
100319,MSPB-1,0.955959,,01/01/2023,12/31/2023
100320,MSPB-1,1.002710,,01/01/2023,12/31/2023
100321,MSPB-1,0.980635,,01/01/2023,12/31/2023
100329,MSPB-1,0.944013,,01/01/2023,12/31/2023
100330,MSPB-1,0.886943,,01/01/2023,12/31/2023
100350,MSPB-1,0.909627,,01/01/2023,12/31/2023
100359,MSPB-1,1.002008,,01/01/2023,12/31/2023
100360,MSPB-1,1.002454,,01/01/2023,12/31/2023
100361,MSPB-1,0.940205,,01/01/2023,12/31/2023
100362,MSPB-1,0.993274,,01/01/2023,12/31/2023
100363,MSPB-1,0.927300,,01/01/2023,12/31/2023
110001,MSPB-1,0.946622,,01/01/2023,12/31/2023
110002,MSPB-1,1.087531,,01/01/2023,12/31/2023
110003,MSPB-1,1.016067,,01/01/2023,12/31/2023
110005,MSPB-1,0.977297,,01/01/2023,12/31/2023
110006,MSPB-1,0.970465,,01/01/2023,12/31/2023
110007,MSPB-1,0.949935,,01/01/2023,12/31/2023
110008,MSPB-1,0.952660,,01/01/2023,12/31/2023
110010,MSPB-1,0.951443,,01/01/2023,12/31/2023
110011,MSPB-1,1.030404,,01/01/2023,12/31/2023
110015,MSPB-1,0.995447,,01/01/2023,12/31/2023
110016,MSPB-1,0.983419,,01/01/2023,12/31/2023
110018,MSPB-1,0.896089,,01/01/2023,12/31/2023
110023,MSPB-1,0.876651,,01/01/2023,12/31/2023
110024,MSPB-1,1.078570,,01/01/2023,12/31/2023
110025,MSPB-1,0.992699,,01/01/2023,12/31/2023
110027,MSPB-1,0.916840,,01/01/2023,12/31/2023
110028,MSPB-1,1.036988,,01/01/2023,12/31/2023
110029,MSPB-1,0.964569,,01/01/2023,12/31/2023
110030,MSPB-1,0.962600,,01/01/2023,12/31/2023
110031,MSPB-1,1.037741,,01/01/2023,12/31/2023
110032,MSPB-1,0.919899,,01/01/2023,12/31/2023
110034,MSPB-1,1.045508,,01/01/2023,12/31/2023
110035,MSPB-1,0.952459,,01/01/2023,12/31/2023
110036,MSPB-1,1.030707,,01/01/2023,12/31/2023
110038,MSPB-1,0.999077,,01/01/2023,12/31/2023
110041,MSPB-1,0.956026,,01/01/2023,12/31/2023
110042,MSPB-1,0.900918,,01/01/2023,12/31/2023
110043,MSPB-1,1.046003,,01/01/2023,12/31/2023
110044,MSPB-1,0.985712,,01/01/2023,12/31/2023
110045,MSPB-1,0.913925,,01/01/2023,12/31/2023
110046,MSPB-1,0.963138,,01/01/2023,12/31/2023
110050,MSPB-1,0.843157,,01/01/2023,12/31/2023
110051,MSPB-1,1.034220,,01/01/2023,12/31/2023
110054,MSPB-1,1.047186,,01/01/2023,12/31/2023
110064,MSPB-1,1.137767,,01/01/2023,12/31/2023
110069,MSPB-1,0.966571,,01/01/2023,12/31/2023
110071,MSPB-1,0.708422,,01/01/2023,12/31/2023
110073,MSPB-1,0.897957,,01/01/2023,12/31/2023
110074,MSPB-1,0.967034,,01/01/2023,12/31/2023
110075,MSPB-1,1.026295,,01/01/2023,12/31/2023
110076,MSPB-1,0.999674,,01/01/2023,12/31/2023
110078,MSPB-1,0.964342,,01/01/2023,12/31/2023
110079,MSPB-1,0.942555,,01/01/2023,12/31/2023
110082,MSPB-1,0.933651,,01/01/2023,12/31/2023
110083,MSPB-1,0.965605,,01/01/2023,12/31/2023
110086,MSPB-1,1.003149,,01/01/2023,12/31/2023
110087,MSPB-1,1.017101,,01/01/2023,12/31/2023
110089,MSPB-1,1.033146,,01/01/2023,12/31/2023
110091,MSPB-1,0.900214,,01/01/2023,12/31/2023
110092,MSPB-1,1.186658,,01/01/2023,12/31/2023
110095,MSPB-1,0.907263,,01/01/2023,12/31/2023
110100,MSPB-1,N/A,1,01/01/2023,12/31/2023
110101,MSPB-1,0.805159,,01/01/2023,12/31/2023
110104,MSPB-1,0.828334,,01/01/2023,12/31/2023
110105,MSPB-1,0.935157,,01/01/2023,12/31/2023
110107,MSPB-1,1.014196,,01/01/2023,12/31/2023
110109,MSPB-1,0.892124,,01/01/2023,12/31/2023
110111,MSPB-1,0.867022,,01/01/2023,12/31/2023
110113,MSPB-1,1.332534,,01/01/2023,12/31/2023
110121,MSPB-1,0.980772,,01/01/2023,12/31/2023
110122,MSPB-1,0.971453,,01/01/2023,12/31/2023
110124,MSPB-1,1.078413,,01/01/2023,12/31/2023
110125,MSPB-1,0.972648,,01/01/2023,12/31/2023
110128,MSPB-1,0.945546,,01/01/2023,12/31/2023
110129,MSPB-1,1.007614,,01/01/2023,12/31/2023
110132,MSPB-1,0.983895,,01/01/2023,12/31/2023
110135,MSPB-1,1.264385,,01/01/2023,12/31/2023
110142,MSPB-1,0.983520,,01/01/2023,12/31/2023
110143,MSPB-1,0.964832,,01/01/2023,12/31/2023
110146,MSPB-1,0.983920,,01/01/2023,12/31/2023
110150,MSPB-1,0.901365,,01/01/2023,12/31/2023
110153,MSPB-1,N/A,1,01/01/2023,12/31/2023
110161,MSPB-1,0.947882,,01/01/2023,12/31/2023
110164,MSPB-1,1.069910,,01/01/2023,12/31/2023
110165,MSPB-1,1.008823,,01/01/2023,12/31/2023
110168,MSPB-1,0.955153,,01/01/2023,12/31/2023
110177,MSPB-1,0.976480,,01/01/2023,12/31/2023
110184,MSPB-1,0.905070,,01/01/2023,12/31/2023
110190,MSPB-1,N/A,1,01/01/2023,12/31/2023
110191,MSPB-1,0.988086,,01/01/2023,12/31/2023
110192,MSPB-1,0.980601,,01/01/2023,12/31/2023
110194,MSPB-1,0.900627,,01/01/2023,12/31/2023
110198,MSPB-1,0.975390,,01/01/2023,12/31/2023
110200,MSPB-1,1.008655,,01/01/2023,12/31/2023
110201,MSPB-1,0.931476,,01/01/2023,12/31/2023
110209,MSPB-1,1.252803,,01/01/2023,12/31/2023
110215,MSPB-1,0.957638,,01/01/2023,12/31/2023
110225,MSPB-1,0.892859,,01/01/2023,12/31/2023
110226,MSPB-1,0.930020,,01/01/2023,12/31/2023
110229,MSPB-1,0.937725,,01/01/2023,12/31/2023
110230,MSPB-1,0.922051,,01/01/2023,12/31/2023
110233,MSPB-1,1.089247,,01/01/2023,12/31/2023
110234,MSPB-1,N/A,1,01/01/2023,12/31/2023
110236,MSPB-1,1.045657,,01/01/2023,12/31/2023
110237,MSPB-1,0.866123,,01/01/2023,12/31/2023
110252,MSPB-1,0.970984,,01/01/2023,12/31/2023
120001,MSPB-1,0.931456,,01/01/2023,12/31/2023
120002,MSPB-1,0.907039,,01/01/2023,12/31/2023
120004,MSPB-1,0.851820,,01/01/2023,12/31/2023
120005,MSPB-1,0.951623,,01/01/2023,12/31/2023
120006,MSPB-1,0.937836,,01/01/2023,12/31/2023
120007,MSPB-1,0.959873,,01/01/2023,12/31/2023
120011,MSPB-1,0.912994,,01/01/2023,12/31/2023
120014,MSPB-1,0.840196,,01/01/2023,12/31/2023
120019,MSPB-1,0.790426,,01/01/2023,12/31/2023
120022,MSPB-1,0.966945,,01/01/2023,12/31/2023
120026,MSPB-1,0.926904,,01/01/2023,12/31/2023
120028,MSPB-1,0.798802,,01/01/2023,12/31/2023
130002,MSPB-1,0.931116,,01/01/2023,12/31/2023
130003,MSPB-1,1.061358,,01/01/2023,12/31/2023
130006,MSPB-1,0.953581,,01/01/2023,12/31/2023
130007,MSPB-1,1.023521,,01/01/2023,12/31/2023
130013,MSPB-1,0.950961,,01/01/2023,12/31/2023
130014,MSPB-1,0.903697,,01/01/2023,12/31/2023
130018,MSPB-1,0.983432,,01/01/2023,12/31/2023
130025,MSPB-1,1.009636,,01/01/2023,12/31/2023
130028,MSPB-1,0.968177,,01/01/2023,12/31/2023
130049,MSPB-1,0.988958,,01/01/2023,12/31/2023
130063,MSPB-1,0.931941,,01/01/2023,12/31/2023
130065,MSPB-1,0.968885,,01/01/2023,12/31/2023
130066,MSPB-1,0.961907,,01/01/2023,12/31/2023
130071,MSPB-1,0.942396,,01/01/2023,12/31/2023
130074,MSPB-1,1.014545,,01/01/2023,12/31/2023
140001,MSPB-1,0.935208,,01/01/2023,12/31/2023
140002,MSPB-1,0.919772,,01/01/2023,12/31/2023
140007,MSPB-1,1.099592,,01/01/2023,12/31/2023
140008,MSPB-1,1.049517,,01/01/2023,12/31/2023
140010,MSPB-1,0.959171,,01/01/2023,12/31/2023
140011,MSPB-1,1.021826,,01/01/2023,12/31/2023
140012,MSPB-1,1.010453,,01/01/2023,12/31/2023
140013,MSPB-1,0.904662,,01/01/2023,12/31/2023
140015,MSPB-1,0.952737,,01/01/2023,12/31/2023
140018,MSPB-1,1.011426,,01/01/2023,12/31/2023
140029,MSPB-1,1.037229,,01/01/2023,12/31/2023
140030,MSPB-1,1.004998,,01/01/2023,12/31/2023
140032,MSPB-1,0.913885,,01/01/2023,12/31/2023
140034,MSPB-1,0.880304,,01/01/2023,12/31/2023
140043,MSPB-1,1.002784,,01/01/2023,12/31/2023
140046,MSPB-1,0.989622,,01/01/2023,12/31/2023
140048,MSPB-1,0.951308,,01/01/2023,12/31/2023
140049,MSPB-1,1.004913,,01/01/2023,12/31/2023
140052,MSPB-1,0.917580,,01/01/2023,12/31/2023
140053,MSPB-1,1.024681,,01/01/2023,12/31/2023
140054,MSPB-1,1.006610,,01/01/2023,12/31/2023
140059,MSPB-1,1.029727,,01/01/2023,12/31/2023
140062,MSPB-1,0.999025,,01/01/2023,12/31/2023
140063,MSPB-1,0.919007,,01/01/2023,12/31/2023
140064,MSPB-1,0.957697,,01/01/2023,12/31/2023
140065,MSPB-1,1.058030,,01/01/2023,12/31/2023
140067,MSPB-1,0.946025,,01/01/2023,12/31/2023
140068,MSPB-1,1.111710,,01/01/2023,12/31/2023
140077,MSPB-1,0.989271,,01/01/2023,12/31/2023
140080,MSPB-1,1.091078,,01/01/2023,12/31/2023
140082,MSPB-1,1.103404,,01/01/2023,12/31/2023
140083,MSPB-1,1.209780,,01/01/2023,12/31/2023
140084,MSPB-1,1.025569,,01/01/2023,12/31/2023
140088,MSPB-1,0.966127,,01/01/2023,12/31/2023
140089,MSPB-1,0.983208,,01/01/2023,12/31/2023
140091,MSPB-1,0.941671,,01/01/2023,12/31/2023
140093,MSPB-1,0.938811,,01/01/2023,12/31/2023
140095,MSPB-1,1.051624,,01/01/2023,12/31/2023
140100,MSPB-1,1.073686,,01/01/2023,12/31/2023
140101,MSPB-1,0.972240,,01/01/2023,12/31/2023
140103,MSPB-1,1.064627,,01/01/2023,12/31/2023
140110,MSPB-1,0.934297,,01/01/2023,12/31/2023
140113,MSPB-1,1.009152,,01/01/2023,12/31/2023
140114,MSPB-1,1.059561,,01/01/2023,12/31/2023
140115,MSPB-1,1.112484,,01/01/2023,12/31/2023
140116,MSPB-1,1.024561,,01/01/2023,12/31/2023
140117,MSPB-1,1.075891,,01/01/2023,12/31/2023
140119,MSPB-1,0.935845,,01/01/2023,12/31/2023
140120,MSPB-1,0.894768,,01/01/2023,12/31/2023
140122,MSPB-1,1.024598,,01/01/2023,12/31/2023
140124,MSPB-1,0.920093,,01/01/2023,12/31/2023
140125,MSPB-1,0.871687,,01/01/2023,12/31/2023
140127,MSPB-1,0.932451,,01/01/2023,12/31/2023
140130,MSPB-1,0.932379,,01/01/2023,12/31/2023
140133,MSPB-1,1.041332,,01/01/2023,12/31/2023
140135,MSPB-1,0.990847,,01/01/2023,12/31/2023
140137,MSPB-1,0.982180,,01/01/2023,12/31/2023
140145,MSPB-1,0.904298,,01/01/2023,12/31/2023
140147,MSPB-1,0.955313,,01/01/2023,12/31/2023
140148,MSPB-1,1.028504,,01/01/2023,12/31/2023
140150,MSPB-1,1.033755,,01/01/2023,12/31/2023
140155,MSPB-1,0.931210,,01/01/2023,12/31/2023
140158,MSPB-1,1.029785,,01/01/2023,12/31/2023
140160,MSPB-1,1.004254,,01/01/2023,12/31/2023
140161,MSPB-1,0.885111,,01/01/2023,12/31/2023
140162,MSPB-1,0.905793,,01/01/2023,12/31/2023
140164,MSPB-1,1.016185,,01/01/2023,12/31/2023
140166,MSPB-1,0.960317,,01/01/2023,12/31/2023
140172,MSPB-1,1.013626,,01/01/2023,12/31/2023
140174,MSPB-1,0.951261,,01/01/2023,12/31/2023
140177,MSPB-1,1.110811,,01/01/2023,12/31/2023
140179,MSPB-1,0.959952,,01/01/2023,12/31/2023
140180,MSPB-1,0.992116,,01/01/2023,12/31/2023
140181,MSPB-1,1.029408,,01/01/2023,12/31/2023
140182,MSPB-1,0.996315,,01/01/2023,12/31/2023
140184,MSPB-1,1.028200,,01/01/2023,12/31/2023
140185,MSPB-1,0.994539,,01/01/2023,12/31/2023
140186,MSPB-1,1.055580,,01/01/2023,12/31/2023
