zip,lat,lon
30467,32.7439,-81.6287
30474,32.1934,-82.4067
30501,34.3073,-83.8256
30512,34.8763,-83.992
30525,34.8826,-83.4065
30533,34.5299,-83.9798
30535,34.5756,-83.5696
30546,34.9063,-83.7274
30553,34.4528,-83.113
30577,34.5665,-83.3114
30606,33.9461,-83.418
30635,34.1082,-82.8448
30642,33.5637,-83.1702
30650,33.5947,-83.4618
30655,33.7883,-83.7013
30673,33.7265,-82.7429
30680,33.9985,-83.7115
30701,34.4965,-84.9345
30705,34.7589,-84.7943
30720,34.7635,-84.9875
30742,34.9506,-85.2432
30824,33.4774,-82.4942
30830,33.1013,-81.9908
30901,33.4601,-81.973
30904,33.4737,-82.0131
30905,33.413,-82.1337
30906,33.3589,-82.0099
30909,33.4717,-82.0834
30912,33.4705,-81.9881
31008,32.6181,-83.789
31014,32.3981,-83.3229
31015,31.9566,-83.7835
31021,32.4593,-82.9381
31023,32.2084,-83.186
31024,33.3127,-83.3628
31029,33.0508,-83.9362
31061,33.08,-83.2379
31063,32.3026,-84.0041
31064,33.3118,-83.714
31069,32.4605,-83.7283
31082,32.975,-82.8406
31093,32.6368,-83.6395
31201,32.8095,-83.6168
31210,32.8926,-83.7455
31217,32.8118,-83.565
31313,31.8513,-81.6072
31314,31.8701,-81.6318
31329,32.3697,-81.3618
31404,32.0543,-81.0492
31405,32.0391,-81.1242
31406,31.989,-81.0979
31416,32.0053,-81.0477
31419,31.9959,-81.2358
31501,31.2243,-82.3596
31510,31.5465,-82.4633
31513,31.7837,-82.3486
31520,31.1807,-81.4949
31522,31.23,-81.3502
31539,31.8606,-82.5909
31545,31.6043,-81.8871
31558,30.7305,-81.5465
31602,30.8931,-83.3278
31620,31.1251,-83.4213
31634,31.0509,-82.7613
31635,31.0381,-83.0889
31639,31.2074,-83.2319
31642,31.3106,-82.8591
31643,30.7797,-83.5567
31703,31.5785,-84.1557
31719,32.0833,-84.2975
31730,31.2199,-84.2297
31750,31.7248,-83.2495
31768,31.1792,-83.7641
31788,31.0855,-83.6821
31791,31.5393,-83.8607
31792,30.8385,-83.9696
31794,31.4639,-83.4999
31830,32.9063,-84.7167
31901,32.473,-84.9795
31905,32.3923,-84.9315
31909,32.5369,-84.9274
31917,32.491,-84.8741
31995,32.4958,-84.964
32025,30.1601,-82.6396
32034,30.6697,-81.4626
32054,30.0035,-82.3828
32055,30.2702,-82.6254
32063,30.2737,-82.1325
32068,30.084,-81.8645
32073,30.1637,-81.7291
32086,29.8285,-81.3237
32114,29.2012,-81.0371
32117,29.2353,-81.0658
32137,29.5565,-81.219
32159,28.9299,-81.9256
32164,29.4861,-81.2045
32170,29.0258,-80.927
32177,29.6577,-81.6595
32204,30.3189,-81.6854
32207,30.2908,-81.6321
32209,30.3584,-81.692
32214,30.3449,-81.6831
32216,30.2787,-81.5831
32224,30.3031,-81.4404
32250,30.2801,-81.4165
32259,30.0815,-81.5477
32308,30.4771,-84.2246
32320,29.7255,-85.0063
32324,30.6834,-84.828
32340,30.4802,-83.4067
32347,30.1668,-83.616
32401,30.1606,-85.6494
32405,30.1949,-85.6727
32424,30.4394,-85.062
32425,30.8464,-85.69
32428,30.7107,-85.5486
32435,30.721,-86.1152
32446,30.7996,-85.2293
32456,29.8119,-85.303
32503,30.4564,-87.2104
32504,30.4873,-87.1872
32514,30.5241,-87.2167
32539,30.7773,-86.4832
32542,30.5393,-86.6087
32547,30.4487,-86.6255
32550,30.385,-86.3473
32561,30.3571,-87.1639
32565,30.8985,-87.1332
32570,30.6604,-87.0473
32578,30.5169,-86.4822
32605,29.6785,-82.3679
32608,29.6132,-82.3873
32610,29.6813,-82.3539
32720,29.0266,-81.3349
32725,28.8989,-81.2473
32763,28.9453,-81.2995
32765,28.6513,-81.2066
32771,28.8013,-81.285
32778,28.801,-81.734
32796,28.6271,-80.8429
32803,28.5559,-81.3535
32806,28.514,-81.357
32808,28.5803,-81.4396
32821,28.3957,-81.4666
32826,28.5826,-81.1907
32827,28.4317,-81.343
32901,28.0691,-80.62
32907,28.0168,-80.6739
32931,28.3325,-80.6121
32935,28.1384,-80.6524
32940,28.2061,-80.685
32955,28.3134,-80.7319
32958,27.7901,-80.4784
32960,27.633,-80.4031
33012,25.8654,-80.3059
33013,25.8594,-80.2725
33016,25.8803,-80.3368
33021,26.0218,-80.1891
33024,26.0296,-80.2489
33025,25.9921,-80.2712
33028,26.0185,-80.3449
33029,25.9924,-80.4089
33033,25.4906,-80.438
33040,24.5552,-81.7816
33050,24.7279,-81.0386
33063,26.2674,-80.2092
33064,26.2785,-80.1157
33065,26.2729,-80.2603
33070,25.0108,-80.5218
33125,25.7825,-80.2341
33134,25.768,-80.2714
33136,25.7864,-80.2042
33137,25.8156,-80.1897
33140,25.8198,-80.1337
33143,25.7022,-80.2978
33146,25.7205,-80.2728
33150,25.8512,-80.207
33155,25.7392,-80.3103
33175,25.7341,-80.4068
33176,25.6574,-80.3627
33180,25.9597,-80.1403
33196,25.6615,-80.441
33308,26.0984,-80.1822
33316,26.1042,-80.126
33317,26.1122,-80.2264
33321,26.212,-80.2696
33324,26.1255,-80.2644
33328,26.0671,-80.2723
33331,26.048,-80.3749
33334,26.1845,-80.1344
33401,26.7165,-80.0679
33407,26.7492,-80.0725
33410,26.8234,-80.1387
33414,26.6587,-80.2414
33428,26.3446,-80.2109
33430,26.6843,-80.6724
33435,26.5254,-80.061
33440,26.7172,-80.9492
33458,26.9339,-80.1201
33462,26.5747,-80.0794
33470,26.7383,-80.276
33484,26.4543,-80.1346
33486,26.3481,-80.1104
33511,27.9056,-82.2881
33525,28.3318,-82.2446
33541,28.2311,-82.2057
33543,28.2397,-82.3279
33544,28.2397,-82.3279
33563,28.013,-82.1339
33573,27.7147,-82.3538
33578,27.8633,-82.3499
33606,27.9475,-82.4584
33607,27.9625,-82.4895
33609,27.9425,-82.5057
33612,28.0502,-82.45
33613,28.0772,-82.4455
33614,28.0091,-82.5034
33701,27.7723,-82.6386
33705,27.7391,-82.6435
33707,27.7549,-82.7208
33709,27.8201,-82.7308
33710,27.7898,-82.7243
33744,27.8142,-82.7782
33756,27.947,-82.7943
33764,27.916,-82.7343
33770,27.917,-82.8027
33805,28.072,-81.9609
33830,27.8957,-81.8127
33837,28.1963,-81.6079
33853,27.9002,-81.5847
33870,27.4924,-81.4357
33872,27.4703,-81.4872
33873,27.5517,-81.8074
33881,28.0452,-81.7325
33901,26.6204,-81.8725
33908,26.5025,-81.9276
33912,26.4972,-81.8246
33936,26.5936,-81.6619
33950,26.9152,-82.0532
33952,26.9905,-82.0964
33990,26.6265,-81.9677
34102,26.134,-81.7953
34113,26.0426,-81.7182
34119,26.2665,-81.7146
34202,27.4067,-82.39
34208,27.4678,-82.512
34209,27.4759,-82.6167
34210,27.4544,-82.6358
34223,26.9667,-82.3599
34233,27.2866,-82.477
34239,27.3111,-82.5195
34266,27.1861,-81.8667
34275,27.1384,-82.4518
34428,28.9584,-82.5993
34452,28.8358,-82.3304
34471,29.1605,-82.1288
34474,29.1565,-82.2095
34601,28.5658,-82.3737
34609,28.4794,-82.5083
34613,28.5466,-82.5213
34652,28.2326,-82.7327
34655,28.2129,-82.6807
34667,28.3648,-82.6757
34689,28.1385,-82.743
34695,28.0096,-82.6967
34698,28.0284,-82.7794
34711,28.5525,-81.7574
34741,28.3051,-81.4242
34748,28.808,-81.8858
34758,28.1984,-81.487
34761,28.5837,-81.5326
34769,28.248,-81.2876
34950,27.4486,-80.3385
34952,27.2889,-80.298
34972,27.4203,-80.9454
34994,27.1968,-80.2538
34997,27.1398,-80.2129
35007,33.1934,-86.7944
35010,32.9164,-85.9368
35022,33.3224,-86.9657
35042,32.9503,-87.1192
35045,32.8355,-86.6425
35055,34.1761,-86.8298
35058,34.2098,-86.752
35121,33.9259,-86.4741
35125,33.5979,-86.3432
35150,33.1717,-86.2713
35160,33.4354,-86.1134
35205,33.4951,-86.8059
35211,33.4816,-86.859
35212,33.5409,-86.7495
35216,33.4188,-86.7867
35233,33.5062,-86.8003
35235,33.6328,-86.6493
35243,33.4459,-86.7502
35401,33.1969,-87.5627
35404,33.1826,-87.4827
35462,32.8889,-87.9303
35502,33.8312,-87.2775
35555,33.6974,-87.8346
35565,34.2314,-87.5938
35570,34.1534,-88.0085
35582,34.4513,-88.1129
35594,33.9303,-87.7972
35601,34.5896,-86.9887
35611,34.8036,-86.9707
35630,34.8305,-87.656
35650,34.5058,-87.2224
35653,34.5066,-87.7257
35660,34.7578,-87.6971
35661,34.7561,-87.6304
35768,34.7507,-86.1422
35801,34.7269,-86.5673
35806,34.7448,-86.6704
35901,34.048,-85.9246
35902,34.0143,-86.0066
35903,33.9845,-85.9077
35957,34.1921,-86.1941
35960,34.1116,-85.6092
35968,34.4898,-85.7657
36027,31.9051,-85.1656
36037,31.81,-86.6229
36049,31.7074,-86.2566
36067,32.4715,-86.4831
36078,32.551,-85.8978
36081,31.7945,-85.9655
36089,32.1443,-85.7149
36092,32.5927,-86.2153
36106,32.3543,-86.2673
36109,32.3834,-86.2434
36116,32.3129,-86.2421
36117,32.3736,-86.1833
36207,33.6803,-85.7137
36251,33.2474,-85.829
36278,33.3019,-85.4737
36301,31.1481,-85.3718
36302,31.2232,-85.3905
36330,31.3408,-85.8421
36340,31.0414,-85.8847
36360,31.4391,-85.6436
36401,31.458,-86.9258
36420,31.2971,-86.4905
36426,31.1294,-87.0961
36451,31.7088,-87.7772
36460,31.5153,-87.341
36467,31.2799,-86.2571
36502,31.0572,-87.4873
36507,30.8635,-87.7644
36518,31.4876,-88.2699
36526,30.6197,-87.8895
36532,30.5012,-87.8835
36535,30.4007,-87.6857
36545,31.5131,-87.8672
36604,30.682,-88.0678
36607,30.6975,-88.1029
36608,30.6817,-88.2945
36617,30.7145,-88.0918
36693,30.6311,-88.1588
36701,32.4197,-87.0245
36726,32.0047,-87.295
36732,32.4908,-87.8397
36744,32.7167,-87.5905
36801,32.6454,-85.3783
36853,32.8224,-85.7704
36854,32.8113,-85.1749
36867,32.4978,-85.0234
36904,32.0829,-88.2064
36925,32.4728,-88.2683
37030,36.2763,-85.9517
37033,35.7797,-87.4775
37040,36.522,-87.349
37055,36.076,-87.3995
37061,36.3067,-87.679
37066,36.3834,-86.4512
37067,35.9121,-86.7655
37074,36.3947,-86.1704
37075,36.3054,-86.6072
37076,36.1848,-86.6002
37083,36.539,-86.0242
37087,36.2098,-86.3024
37091,35.4596,-86.7812
37110,35.6834,-85.77
37129,35.871,-86.4181
37160,35.4863,-86.4624
37166,35.9299,-85.8046
37167,35.9656,-86.5048
37172,36.5018,-86.8769
37185,36.0997,-87.7991
37190,35.8143,-86.05
37203,36.1504,-86.7916
37205,36.1114,-86.869
37207,36.2195,-86.774
37208,36.1762,-86.8076
37211,36.0725,-86.724
37212,36.1337,-86.8006
37214,36.1633,-86.6609
37228,36.1901,-86.8053
37232,36.1866,-86.7852
37311,35.1313,-84.875
37321,35.5002,-85.0135
37334,35.1527,-86.5664
37355,35.4958,-86.0816
37367,35.6408,-85.2077
37371,35.4429,-84.593
37388,35.3468,-86.22
37398,35.1864,-86.113
37403,35.045,-85.2965
37404,35.0306,-85.2722
37405,35.0768,-85.3082
37604,36.3107,-82.381
37620,36.5686,-82.1819
37643,36.3445,-82.2015
37650,36.1342,-82.4163
37660,36.5484,-82.5618
37662,36.5484,-82.5618
37683,36.4657,-81.814
37684,36.3107,-82.3732
37745,36.2455,-82.8238
37748,35.9348,-84.5155
37760,36.1163,-83.481
37766,36.4248,-84.0907
37772,35.7883,-84.2188
37804,35.7991,-83.8852
37814,36.2248,-83.3119
37821,35.9544,-83.2027
37830,36.0159,-84.2623
37841,36.5053,-84.5293
37849,36.0435,-84.04
37857,36.4162,-83.0108
37862,35.8452,-83.5386
37869,36.5275,-83.2529
37874,35.6015,-84.461
37879,36.471,-83.5552
37909,35.946,-84.0235
37916,35.9556,-83.9336
37920,35.8929,-83.9387
37923,35.9331,-84.0761
38008,35.2461,-89.0007
38012,35.61,-89.2624
38019,35.5598,-89.6501
38024,36.0444,-89.3836
38063,35.7527,-89.535
38103,35.144,-90.048
38104,35.1334,-90.0046
38105,35.1497,-90.033
38107,35.1831,-90.0201
38118,35.0514,-89.9265
38119,35.0821,-89.8501
38120,35.1207,-89.8651
38125,35.0312,-89.8124
38133,35.2054,-89.8036
38237,36.3425,-88.8554
38242,36.3005,-88.3093
38261,36.4263,-89.0667
38301,35.6102,-88.814
38305,35.6829,-88.8281
38320,36.0556,-88.1119
38344,36.0062,-88.4202
38351,35.6512,-88.3927
38358,35.9251,-88.7688
38372,35.2023,-88.2005
38401,35.6156,-87.038
38464,35.2507,-87.3526
38478,35.2093,-87.0393
38501,36.2178,-85.5423
38555,35.9623,-85.0514
38570,36.389,-85.3205
38583,35.9439,-85.4392
38614,34.256,-90.6348
38635,34.7471,-89.4897
38646,34.2607,-90.2816
38652,34.4851,-89.0031
38654,34.9441,-89.8544
38655,34.3308,-89.4835
38663,34.7509,-88.924
38668,34.6323,-89.8855
38671,34.9771,-89.9992
38701,33.3787,-91.0468
38732,33.743,-90.7309
38751,33.451,-90.6551
38771,33.7241,-90.5527
38801,34.2538,-88.7209
38804,34.2823,-88.6715
38821,33.9844,-88.4709
38829,34.6694,-88.5443
38834,34.8759,-88.5916
38851,33.9026,-88.967
38852,34.8089,-88.1983
38863,34.217,-88.9868
38901,33.7751,-89.8087
38916,33.8408,-89.3178
38921,33.9726,-90.1116
38930,33.5159,-90.1726
38965,34.1525,-89.638
38967,33.4858,-89.7277
39042,32.3038,-89.964
39046,32.6205,-90.0061
39051,32.7852,-89.5241
39074,32.347,-89.4672
39083,31.8562,-90.4051
39090,33.0446,-89.5724
39095,33.125,-90.0557
39111,31.8495,-89.7503
39114,31.9494,-89.8095
39117,32.4029,-89.5949
39120,31.5492,-91.3642
39150,31.961,-90.984
39183,32.386,-90.84
39193,32.2348,-90.0726
39194,32.8594,-90.4031
39202,32.3149,-90.1782
39204,32.2832,-90.2306
39216,32.3386,-90.1708
39232,32.3299,-90.0915
39301,32.3574,-88.656
39328,32.7162,-88.7332
39339,33.1058,-89.0287
39341,33.1027,-88.5781
39350,32.7572,-89.1154
39355,32.0668,-88.6788
39365,32.6439,-89.112
39367,31.6754,-88.6782
39401,31.3146,-89.3065
39402,31.3098,-89.3775
39422,31.9449,-89.2338
39428,31.6707,-89.5438
39429,31.2559,-89.7998
39440,31.7054,-89.1312
39452,30.8668,-88.649
39466,30.5418,-89.691
39470,30.8524,-89.5648
39474,31.6057,-89.8735
39475,31.1496,-89.4623
39502,30.4158,-89.0684
39503,30.4601,-89.0886
39520,30.2956,-89.4632
39530,30.4035,-88.8971
39531,30.4033,-88.9605
39534,30.4067,-88.9211
39581,30.3664,-88.5289
39601,31.5858,-90.452
39631,31.0893,-91.096
39649,31.2438,-90.4532
39652,31.1217,-90.4831
39653,31.4285,-90.8578
39654,31.5238,-90.128
39667,31.1466,-90.1169
39705,33.5508,-88.4865
39730,33.8284,-88.538
39735,33.3517,-89.2014
39744,33.5494,-89.2904
39759,33.4505,-88.8196
39773,33.6076,-88.6503
39819,30.9039,-84.569
39823,31.3791,-84.9353
39828,30.8768,-84.2091
39837,31.173,-84.731
39845,31.0505,-84.8801
40004,37.8083,-85.4613
40031,38.4029,-85.3928
40033,37.5658,-85.2668
40065,38.2162,-85.2243
40143,37.7512,-86.4537
40160,37.8267,-85.9404
40202,38.2507,-85.7476
40206,38.2503,-85.7034
40207,38.2628,-85.6663
40223,38.2651,-85.5582
40242,38.2785,-85.594
40324,38.2117,-84.5562
40330,37.8033,-84.8607
40336,37.6858,-83.9862
40351,38.199,-83.4436
40353,38.0548,-83.9388
40361,38.2083,-84.245
40383,38.0413,-84.7287
40391,37.9872,-84.1789
40403,37.5799,-84.2749
40422,37.6465,-84.7747
40456,37.3983,-84.3379
40475,37.7546,-84.2955
40484,37.5245,-84.6912
40502,38.0174,-84.4854
40503,38.001,-84.5282
40504,38.0406,-84.5433
40509,38.0102,-84.4274
40511,38.0932,-84.5007
40536,38.0321,-84.5084
40601,38.2281,-84.8697
40701,36.9344,-84.1021
40741,37.1549,-84.0961
40831,36.7596,-83.3499
40906,36.8665,-83.8888
40962,37.1511,-83.7793
40965,36.6172,-83.7231
40977,36.7159,-83.7668
41008,38.6696,-85.173
41017,39.03,-84.559
41018,39.0082,-84.5977
41031,38.3964,-84.2949
41041,38.428,-83.708
41042,38.9941,-84.642
41056,38.6207,-83.8067
41075,39.0786,-84.4523
41097,38.6292,-84.5744
41101,38.4722,-82.6461
41230,38.1043,-82.6056
41240,37.8242,-82.7945
41339,37.4868,-83.2913
41472,37.9215,-83.2596
41501,37.5161,-82.5173
41503,37.667,-82.2886
41647,37.4355,-82.7203
41649,37.5708,-82.7819
41653,37.661,-82.7636
41701,37.2983,-83.1912
41749,37.1877,-83.4169
41858,37.1388,-82.855
42003,37.0368,-88.5934
42025,36.8806,-88.3548
42066,36.7327,-88.6506
42071,36.6099,-88.3032
42078,37.2553,-88.2711
42101,37.0174,-86.4518
42103,36.9663,-86.3933
42104,36.9375,-86.4481
42135,36.7223,-86.5772
42141,36.9882,-85.9221
42164,36.7614,-86.1929
42167,36.7236,-85.7009
42211,36.802,-87.8286
42223,36.6543,-87.4606
42240,36.8621,-87.4851
42241,36.8656,-87.4912
42276,36.8453,-86.8823
42303,37.7559,-87.0803
42345,37.2076,-87.1806
42347,37.4785,-86.918
42420,37.8274,-87.5632
42431,37.3256,-87.4953
42437,37.6869,-87.9439
42445,37.1151,-87.8632
42503,37.1566,-84.5248
42539,37.3146,-84.9719
42602,36.6857,-85.1407
42633,36.8674,-84.8254
42642,37.0551,-85.0375
42701,37.6848,-85.8784
42717,36.8068,-85.397
42718,37.3466,-85.3508
42728,37.1161,-85.2656
42743,37.243,-85.5236
42749,37.1849,-85.8785
42754,37.4603,-86.3249
43015,40.2932,-83.0723
43016,40.0985,-83.1537
43040,40.2477,-83.3622
43050,40.3849,-82.4873
43054,40.0847,-82.7988
43055,40.0724,-82.4046
43078,40.1066,-83.7671
43081,40.1146,-82.9105
43110,39.8349,-82.8044
43113,39.5988,-82.93
43130,39.7187,-82.6031
43138,39.5372,-82.4126
43140,39.9001,-83.4439
43160,39.537,-83.455
43205,39.9569,-82.9644
43209,39.9539,-82.9301
43210,40.0028,-83.0164
43213,39.9727,-82.8329
43214,40.0535,-83.0187
43215,39.9671,-83.0044
43223,39.9388,-83.0463
43228,39.9648,-83.126
43229,40.0839,-82.9726
43232,39.923,-82.8664
43302,40.5876,-83.1271
43311,40.3605,-83.7571
43326,40.6404,-83.6111
43338,40.5384,-82.8062
43351,40.8249,-83.2977
43402,41.3815,-83.6507
43420,41.3498,-83.1181
43452,41.512,-82.9377
43506,41.4748,-84.5629
43512,41.2799,-84.3626
43537,41.5817,-83.6628
43543,41.5982,-84.6147
43545,41.391,-84.1433
43560,41.708,-83.7068
43567,41.5668,-84.1537
43606,41.6712,-83.606
43608,41.6779,-83.5344
43614,41.6028,-83.6292
43616,41.6418,-83.4714
43701,39.9274,-82.0041
43713,39.9853,-81.1375
43725,40.027,-81.582
43812,40.2754,-81.866
43907,40.2632,-81.0307
43920,40.6774,-80.6006
43935,40.1036,-80.7361
43952,40.3698,-80.634
44004,41.8679,-80.7947
44011,41.4467,-82.0204
44024,41.5719,-81.2056
44030,41.9345,-80.5803
44035,41.3724,-82.1051
44041,41.8029,-80.9474
44053,41.432,-82.2038
44067,41.3208,-81.5429
44074,41.2899,-82.2229
44077,41.7079,-81.199
44084,41.6603,-80.8606
44094,41.6302,-81.4076
44104,41.4809,-81.6245
44106,41.5084,-81.6076
44109,41.4458,-81.7033
44111,41.4571,-81.7844
44113,41.4816,-81.7018
44119,41.5882,-81.5468
44122,41.4701,-81.5232
44124,41.501,-81.4694
44125,41.4335,-81.6323
44129,41.3897,-81.7351
44130,41.3826,-81.7964
44145,41.4535,-81.9218
44195,41.6857,-81.6728
44223,41.1464,-81.5107
44236,41.2458,-81.4367
44254,41.0327,-82.0147
44256,41.1404,-81.8584
44266,41.1649,-81.2337
44307,41.0695,-81.5488
44308,41.0796,-81.5194
44309,41.0962,-81.5123
44310,41.1075,-81.5006
44460,40.9,-80.8619
44482,41.3174,-80.7613
44484,41.2318,-80.7642
44501,41.0171,-80.8029
44504,41.1237,-80.6539
44505,41.1257,-80.6277
44512,41.0252,-80.6687
44601,40.9158,-81.1182
44621,40.4089,-81.3203
44622,40.5343,-81.4763
44648,40.8118,-81.3683
44654,40.5567,-81.8324
44667,40.8458,-81.7741
44691,40.8094,-81.9483
44708,40.812,-81.4241
44710,40.7911,-81.4169
44714,40.8272,-81.361
44805,40.8559,-82.3189
44811,41.2684,-82.8577
44820,40.8103,-82.9698
44830,41.1623,-83.4139
44833,40.7303,-82.7939
44857,41.2403,-82.6078
44870,41.4349,-82.7063
44875,40.8784,-82.6549
44883,41.1238,-83.1844
44890,41.0628,-82.7288
44903,40.7623,-82.5254
44906,40.7627,-82.5593
45005,39.5357,-84.303
45013,39.4361,-84.6185
45014,39.3266,-84.5479
45040,39.3357,-84.3149
45056,39.507,-84.7452
45069,39.3402,-84.3998
45103,39.0957,-84.1451
45121,38.8717,-83.9092
45123,39.3478,-83.3898
45133,39.1679,-83.6064
45177,39.4488,-83.8417
45211,39.1524,-84.5967
45213,39.1802,-84.4204
45219,39.127,-84.5131
45220,39.1432,-84.5217
45229,39.149,-84.4892
45237,39.188,-84.458
45239,39.2045,-84.5799
45242,39.2447,-84.3455
45255,39.0584,-84.3396
45342,39.6321,-84.2675
45365,40.2874,-84.1622
45373,40.0374,-84.2032
45385,39.6842,-83.9369
45404,39.7862,-84.1622
45405,39.7899,-84.2135
45409,39.7238,-84.1854
45417,39.7528,-84.247
45420,39.7171,-84.1342
45428,39.7467,-84.2593
45429,39.6841,-84.1633
45431,39.7574,-84.0569
45433,39.8138,-84.059
45502,39.9242,-83.8088
45504,39.9408,-83.8343
45601,39.338,-82.9895
45631,38.8148,-82.229
45640,39.0428,-82.6472
45662,38.7932,-82.9306
45679,38.9621,-83.5936
45690,39.1264,-83.0049
45701,39.3178,-82.102
45750,39.4281,-81.4644
45801,40.7641,-84.0973
45804,40.7275,-84.089
45817,40.879,-83.8914
45828,40.4846,-84.6517
45840,41.0449,-83.6457
45863,40.8993,-84.4541
45879,41.141,-84.5722
45885,40.544,-84.3944
45891,40.8689,-84.5904
46011,40.1146,-85.7253
46016,40.0988,-85.6846
46032,39.9712,-86.1245
46036,40.2803,-85.8391
46037,39.9559,-85.9601
46041,40.3044,-86.4689
46052,40.0449,-86.4641
46060,40.0563,-86.0163
46072,40.2817,-86.0433
46122,39.7628,-86.5343
46123,39.7629,-86.3996
46131,39.4854,-86.0608
46135,39.6495,-86.8686
46140,39.7902,-85.8141
46143,39.596,-86.1309
46158,39.5915,-86.3642
46168,39.6893,-86.3919
46173,39.6192,-85.4321
46176,39.5043,-85.7875
46202,39.7851,-86.1595
46214,39.7924,-86.2875
46218,39.8082,-86.1014
46219,39.7821,-86.0495
46226,39.8326,-86.0836
46227,39.6789,-86.1302
46237,39.673,-86.0757
46254,39.849,-86.272
46256,39.8977,-86.0094
46260,39.8977,-86.1797
46278,39.8726,-86.2768
46290,39.9347,-86.1633
46307,41.4236,-87.3556
46311,41.492,-87.5108
46312,41.6349,-87.4627
46321,41.5544,-87.5011
46342,41.5263,-87.2525
46350,41.5994,-86.7077
46360,41.698,-86.8699
46383,41.4547,-87.0656
46402,41.5997,-87.3385
46410,41.4957,-87.3509
46506,41.4467,-86.1932
46514,41.7101,-85.9729
46526,41.5848,-85.8581
46527,41.5977,-85.8581
46534,41.2809,-86.6082
46545,41.6835,-86.1682
46562,41.2124,-85.7061
46563,41.353,-86.3015
46580,41.2438,-85.8508
46601,41.6727,-86.2535
46703,41.6563,-85.0198
46706,41.359,-85.0468
46714,40.7368,-85.1622
46725,41.1619,-85.4737
46733,40.8273,-84.9314
46750,40.8811,-85.5054
46755,41.4482,-85.2609
46761,41.652,-85.404
46802,41.0707,-85.1543
46804,41.0508,-85.256
46805,41.0977,-85.1189
46818,41.1468,-85.2067
46825,41.1465,-85.1232
46845,41.1958,-85.1191
46902,40.4509,-86.1352
46904,40.4696,-86.1189
46947,40.7604,-86.3599
46952,40.5743,-85.6741
46953,40.5359,-85.6616
46970,40.7492,-86.068
46975,41.0655,-86.231
46992,40.7909,-85.8321
46996,41.0562,-86.6307
47006,39.3001,-85.2221
47025,39.1401,-84.8658
47112,38.2189,-86.1145
47129,38.311,-85.7645
47130,38.3078,-85.7359
47150,38.3089,-85.8221
47167,38.6071,-86.0787
47170,38.6885,-85.7987
47201,39.2055,-85.9317
47240,39.2998,-85.4918
47250,38.7649,-85.407
47265,39.0018,-85.6272
47274,38.9571,-85.8825
47303,40.218,-85.379
47362,39.9208,-85.3663
47371,40.4306,-84.9928
47374,39.8324,-84.8936
47394,40.1696,-85.0044
47403,39.1263,-86.5769
47404,39.195,-86.5757
47421,38.8729,-86.4871
47441,39.0461,-87.1723
47454,38.5507,-86.449
47501,38.6536,-87.1707
47546,38.3604,-86.9295
47586,37.9655,-86.7457
47591,38.6734,-87.5098
47601,38.0474,-87.262
47630,37.9637,-87.3938
47670,38.3525,-87.5691
47714,37.9591,-87.5293
47747,37.9971,-87.575
47750,37.9623,-87.5055
47802,39.407,-87.402
47804,39.4937,-87.3945
47834,39.521,-87.1278
47842,39.6591,-87.4208
47882,39.101,-87.4102
47905,40.4001,-86.8602
47906,40.444,-86.9237
47933,40.0325,-86.9074
47960,40.7626,-86.755
47978,40.9948,-87.1037
47993,40.3142,-87.4039
48033,42.4723,-83.294
48038,42.6206,-82.9608
48043,42.5978,-82.8823
48047,42.673,-82.7753
48054,42.7769,-82.5437
48060,42.9958,-82.4599
48061,42.9709,-82.4249
48073,42.519,-83.157
48075,42.4638,-83.2255
48085,42.6006,-83.1198
48091,42.4665,-83.0593
48092,42.5125,-83.0643
48093,42.5149,-82.9968
48105,42.3042,-83.7068
48106,42.2535,-83.8366
48109,42.2776,-83.7409
48116,42.5371,-83.7756
48118,42.3207,-84.0334
48124,42.2941,-83.2536
48135,42.3242,-83.3402
48154,42.3958,-83.3772
48162,41.9293,-83.4448
48176,42.1698,-83.7849
48180,42.2317,-83.2673
48183,42.1382,-83.2179
48184,42.2768,-83.3758
48186,42.289,-83.3686
48192,42.2084,-83.1616
48198,42.2439,-83.583
48201,42.3474,-83.0604
48202,42.377,-83.0796
48205,42.4313,-82.9813
48213,42.3982,-82.9925
48220,42.4586,-83.1363
48230,42.3847,-82.9244
48235,42.4261,-83.1951
48236,42.4274,-82.9002
48307,42.6593,-83.1225
48322,42.5424,-83.3793
48326,42.6583,-83.2375
48336,42.4656,-83.3638
48341,42.6294,-83.3041
48342,42.6439,-83.2792
48382,42.5834,-83.5009
48413,43.8067,-83.0054
48427,43.5151,-82.7191
48439,42.9282,-83.6264
48441,43.8312,-82.6886
48446,43.0579,-83.3332
48453,43.3399,-83.0573
48471,43.4055,-82.8409
48503,43.0128,-83.6914
48532,43.0111,-83.803
48601,43.4047,-83.9156
48602,43.4248,-83.9745
48603,43.4631,-84.0297
48617,43.8223,-84.7635
48624,44.0296,-84.4968
48658,43.9733,-83.9433
48661,44.279,-84.2286
48670,43.6375,-84.2568
48708,43.5821,-83.8781
48723,43.4833,-83.3835
48726,43.5797,-83.1733
48755,43.8179,-83.2755
48764,44.2665,-83.5192
48801,43.3809,-84.6635
48811,43.1695,-84.8653
48813,42.5702,-84.8352
48823,42.7388,-84.4764
48827,42.5166,-84.6565
48838,43.1793,-85.2497
48843,42.6159,-83.9248
48846,42.9859,-85.071
48858,43.6013,-84.7736
48867,42.9934,-84.1595
