zip,lat,lon
12401,41.9697,-74.0668
12428,41.7218,-74.4141
12455,42.1852,-74.6178
12534,42.247,-73.7552
12550,41.5372,-74.0526
12572,41.9272,-73.8888
12601,41.7035,-73.9117
12723,41.7673,-75.0563
12742,41.7143,-74.7263
12771,41.3786,-74.6691
12801,43.3115,-73.6448
12866,43.0708,-73.7408
12901,44.6927,-73.466
12932,44.2245,-73.6011
12953,44.8482,-74.2928
12983,44.3243,-74.133
13021,42.93,-76.5626
13045,42.5952,-76.1857
13069,43.3211,-76.4034
13203,43.0607,-76.1369
13210,43.0354,-76.1282
13326,42.7005,-74.9243
13346,42.8231,-75.5434
13365,43.0474,-74.8606
13367,43.7893,-75.4156
13421,43.0862,-75.6508
13440,43.2193,-75.4498
13502,43.1067,-75.2314
13503,43.1019,-75.2312
13601,43.9743,-75.9122
13607,44.3359,-75.9177
13619,43.9791,-75.6013
13642,44.3283,-75.4651
13662,44.9322,-74.8845
13669,44.6902,-75.4774
13676,44.6592,-74.9681
13753,42.2937,-74.9207
13815,42.5414,-75.5274
13820,42.4625,-75.0491
13856,42.1756,-75.1532
13901,42.1463,-75.8865
13903,42.0811,-75.8977
13905,42.1151,-75.9309
14020,43.0003,-78.1929
14048,42.4877,-79.3283
14092,43.1722,-79.0215
14103,43.2184,-78.3874
14141,42.52,-78.6847
14209,42.913,-78.8656
14210,42.8614,-78.8205
14213,42.9167,-78.8895
14214,42.9414,-78.8374
14215,42.9335,-78.8115
14217,42.9719,-78.8769
14220,42.8441,-78.8182
14224,42.8371,-78.7484
14302,43.0945,-79.0567
14424,42.8689,-77.2846
14432,42.9632,-77.144
14437,42.57,-77.7109
14456,42.8637,-76.9913
14513,43.0519,-77.0946
14527,42.6645,-77.0569
14569,42.741,-78.1429
14611,43.1484,-77.6394
14617,43.2203,-77.5994
14620,43.1317,-77.6062
14621,43.1834,-77.6043
14626,43.2126,-77.704
14642,43.286,-77.6843
14701,42.0928,-79.244
14727,42.1882,-78.2751
14760,42.0821,-78.426
14787,42.322,-79.5726
14810,42.3575,-77.3028
14830,42.1383,-77.0475
14843,42.3274,-77.6569
14850,42.4406,-76.4966
14865,42.3437,-76.8396
14895,42.1108,-77.9419
14901,42.1008,-76.812
14905,42.0869,-76.8397
15009,40.6972,-80.3365
15025,40.3243,-79.9317
15063,40.1937,-79.9241
15065,40.6421,-79.7273
15090,40.612,-80.0649
15132,40.3478,-79.8642
15143,40.557,-80.1578
15146,40.429,-79.7623
15212,40.4406,-79.9959
15213,40.444,-79.9552
15215,40.5048,-79.9138
15219,40.4423,-79.983
15224,40.4642,-79.9448
15237,40.5488,-80.0474
15240,40.4344,-80.0248
15243,40.3748,-80.0731
15301,40.1717,-80.256
15317,40.2706,-80.1668
15370,39.8917,-80.1795
15401,39.8897,-79.7282
15425,40.0265,-79.5566
15501,40.0248,-79.0808
15537,40.0098,-78.3713
15552,39.7905,-79.0261
15601,40.3074,-79.5424
15650,40.2926,-79.4103
15666,40.1742,-79.5134
15701,40.6196,-79.1596
15767,40.9479,-78.9681
15779,40.3992,-79.2177
15801,41.126,-78.7527
15825,41.1627,-79.0816
15857,41.4289,-78.5505
15905,40.3072,-78.943
15963,40.2287,-78.8303
16001,40.8859,-79.934
16105,41.0241,-80.3454
16125,41.4057,-80.3739
