https://data.cms.gov/provider-data/ location affected,Downloadable CSV revised file affected,Data Last Updated,Data Last Updated Details
https://data.cms.gov/provider-data/dataset/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - Facility,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/di9i-zzrc,Outpatient Imaging Efficiency - National,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/if5v-4x48,Outpatient Imaging Efficiency - State,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/qoeg-w7ck,Palliative Care - PPS-Exempt Cancer Hospital-Hospital,31-Jul-24,"New measures added: PCH-32, PCH-33, PCH-34, and PCH-35"
https://data.cms.gov/provider-data/dataset/qigt-w5cx,Palliative Care - PPS-Exempt Cancer Hospital-National,31-Jul-24,"New measures added: PCH-32, PCH-33, PCH-34, and PCH-35"
https://data.cms.gov/provider-data/dataset/mxtu-43qs,Patient Reported Outcomes,31-Jul-24,New measures added: THA/TKA PRO-PM : Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dgck-syfz,Patient survey (HCAHPS) - Hospital,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/99ue-w85f,Patient survey (HCAHPS)  - National.csv,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/84jm-wiui,Patient survey (HCAHPS) - State.csv,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/c7us-v4mf,Payment and Value of Care - Hospital,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/ygty-mm5a,Payment - National,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/98ix-2iqy,Payment - State,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,31-Jul-24,No updates; Open/Closed applied
https://data.cms.gov/provider-data/dataset/k653-4ka8,Safety and Healthcare-Associated Infection Measures - PPS-Exempt Cancer Hospital,31-Jul-24,Data refreshed EXCEPT for PCH-28
https://data.cms.gov/provider-data/dataset/5gv4-jwyv,Table 1: FY2021 Net Change in Base Operating DRG Payment Amount,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/xrgf-x36b,Table 2: FY2021 Distribution of Net Change in Base Operating DRG Payment Amount,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/u625-zae7,Table 3: FY2021 Percent Change in Medicare Payments,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/vtqa-m4zn,Table 4: FY2021 Value-Based Incentive Payment Amount,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/yv7e-xc69,Timely and Effective care - Hospital,31-Jul-24,"Data refreshed for OP-18b,OP-23, SEP-1, HCP COVID-19, SEP-SH-3HR, SEP-SH-6HR, SEV-SEP-3HR, SEV-SEP-6HR, and OP-18c; DoD refreshed OP-22 data; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/isrn-hqyy,Timely and Effective Care - National,31-Jul-24,"Data refreshed for OP-18b,OP-23, SEP-1, HCP COVID-19, SEP-SH-3HR, SEP-SH-6HR, SEV-SEP-3HR, SEV-SEP-6HR, and OP-18c; DoD refreshed OP-22 data; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/apyc-v239,Timely and Effective Care - State,31-Jul-24,"Data refreshed for OP-18b,OP-23, SEP-1, HCP COVID-19, SEP-SH-3HR, SEP-SH-6HR, SEV-SEP-3HR, SEV-SEP-6HR, and OP-18c; DoD refreshed OP-22 data; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/632h-zaca,Unplanned Hospital Visits - Hospital,31-Jul-24,"Data refreshed for EDAC-30-AMI, EDAC-30-HF, EDAC-30-PN, READM-30-AMI, READM-30-COPD, READM-30-HF, READM-30-HIP-KNEE, READ-30-HOSPWIDE, READM-30-PN, and READM-30-CABG; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/cvcs-xecj,Unplanned Hospital Visits - National,31-Jul-24,"Data refreshed for EDAC-30-AMI, EDAC-30-HF, EDAC-30-PN, READM-30-AMI, READM-30-COPD, READM-30-HF, READM-30-HIP-KNEE, READ-30-HOSPWIDE, READM-30-PN, and READM-30-CABG; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/4gkm-5ypv,Unplanned Hospital Visits - State,31-Jul-24,"Data refreshed for EDAC-30-AMI, EDAC-30-HF, EDAC-30-PN, READM-30-AMI, READM-30-COPD, READM-30-HF, READM-30-HIP-KNEE, READ-30-HOSPWIDE, READM-30-PN, and READM-30-CABG; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/gbq5-7hzr,Value of Care- National,31-Jul-24,"Data refreshed for PAYM-30-AMI, PAYM-30-HF, PAYM-30-PN, and PAYM-90-HIP-KNEE"
https://data.cms.gov/provider-data/dataset/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/uyx4-5s7f,Veterans Health Administration Provider Level Data,31-Jul-24,No updates
https://data.cms.gov/provider-data/search?fulltext=vha&theme=Hospitals,Veterans Health Administration Timely and Effective Care Data,31-Jul-24,"Data refreshed for HCP-COVID-19, OP-18b, OP-18c, OP-23, and SEP-1"
https://data.cms.gov/provider-data/dataset/4jcv-atw7,Ambulatory Surgical Measures-Facility,24-Apr-24,"ASC-12, ASC-17, ASC-18, and ASC-20 were refreshed; new measure ASC-19 added;  Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/wue8-3vwe,Ambulatory Surgical Measures-National,24-Apr-24,"ASC-12, ASC-17, ASC-18, and ASC-20 were refreshed; new measure ASC-19 added;  Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/axe7-s95e,Ambulatory Surgical Measures-State,24-Apr-24,"ASC-12, ASC-17, ASC-18, and ASC-20 were refreshed; new measure ASC-19 added;  Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/ynj2-r877,Complications and Deaths- Hospital,24-Apr-24,PSI measures refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/qqw3-t4ie,Complications and Deaths - National,24-Apr-24,PSI measures refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/bs2r-24vh,Complications and Deaths- State,24-Apr-24,PSI measures refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,24-Apr-24,Data refreshed; Open/Closed List applied 
https://data.cms.gov/provider-data/dataset/bzsr-4my4,Data Updates,24-Apr-24,Data refreshed
https://data.cms.gov/provider-data/dataset/y9us-9xdf,Footnote Crosswalk,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/77hc-ibv8,Healthcare Associated Infections - Hospital,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yd3s-jyhd,Healthcare Associated Infections - National,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/k2ze-bqvw,Healthcare Associated Infections - State,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yq43-i98g,Hospital-Acquired Condition Reduction Program,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/xubh-q36u,Hospital General Information,24-Apr-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/9n3s-kdb3,Hospital Readmissions Reduction Program,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/pudb-wetr,Hospital Value-Based Purchasing (HVBP)- Clinical Care Outcomes Scores,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data - by Facility,24-Apr-24,Data refreshed; Open/Clostsed List applied; FUH-7 renamed to FAPH-7 and FUH-30 renamed to FAPH-30; retired measure TR2
https://data.cms.gov/provider-data/dataset/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data - by State,24-Apr-24,Data refreshed; Open/Clostsed List applied; FUH-7 renamed to FAPH-7 and FUH-30 renamed to FAPH-30; retired measure TR2
https://data.cms.gov/provider-data/dataset/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data - National,24-Apr-24,Data refreshed; Open/Clostsed List applied; FUH-7 renamed to FAPH-7 and FUH-30 renamed to FAPH-30; retired measure TR2
https://data.cms.gov/provider-data/dataset/nrdb-3fcy,Maternal Health- by Hospital,24-Apr-24,PC-01 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/by6q-6tc4,Maternal Health - by State,24-Apr-24,PC-01 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/anxg-51lp,Maternal Health - by National,24-Apr-24,PC-01 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/4j6d-yzce,Measure Dates,24-Apr-24,Data refreshed
https://data.cms.gov/provider-data/dataset/nrth-mfg3,Medicare Hospital Spending by Claim,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/rrqw-56er,Medicare Spending Per Beneficiary - Hospital,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/5hk7-b79m,Medicare Spending Per Beneficiary - Hospital Additional Decimal Places,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/3n5g-6b7f,Medicare Spending Per Beneficiary - National,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/rs6n-9qwg,Medicare Spending Per Beneficiary - State,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/z8ax-x9j1,PCH_Unplanned_Hospital_Visits_HOSPITAL,24-Apr-24,Dataset retired and removed from site
https://data.cms.gov/provider-data/dataset/jfnd-nl7s,PCH_Unplanned_Hospital_Visits_NATIONAL,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - Facility,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/di9i-zzrc,Outpatient Imaging Efficiency - National,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/if5v-4x48,Outpatient Imaging Efficiency - State,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/dgck-syfz,Patient survey (HCAHPS) - Hospital,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/99ue-w85f,Patient survey (HCAHPS)  - National.csv,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/84jm-wiui,Patient survey (HCAHPS) - State.csv,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital,24-Apr-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,24-Apr-24,Data refreshed
https://data.cms.gov/provider-data/dataset/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,24-Apr-24,Data refreshed
https://data.cms.gov/provider-data/dataset/c7us-v4mf,Payment and Value of Care - Hospital,24-Apr-24,Data refreshed
https://data.cms.gov/provider-data/dataset/ygty-mm5a,Payment - National,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/98ix-2iqy,Payment - State,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/k653-4ka8,Safety and Healthcare-Associated Infection Measures - PPS-Exempt Cancer Hospital,24-Apr-24,Data refreshed; Open/Closed applied
https://data.cms.gov/provider-data/dataset/5gv4-jwyv,Table 1: FY2021 Net Change in Base Operating DRG Payment Amount,24-Apr-24,Data refreshed
https://data.cms.gov/provider-data/dataset/xrgf-x36b,Table 2: FY2021 Distribution of Net Change in Base Operating DRG Payment Amount,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/u625-zae7,Table 3: FY2021 Percent Change in Medicare Payments,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/vtqa-m4zn,Table 4: FY2021 Value-Based Incentive Payment Amount,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/yv7e-xc69,Timely and Effective care - Hospital,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/isrn-hqyy,Timely and Effective Care - National,24-Apr-24,"Data refreshed EXCEPT for ED-2-Strata-1, ED-2-Strata-2, STRK-02, STK-03, STK-5, VTE-1, VTE-2, Safe Use of Opiods, IMM-3; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/apyc-v239,Timely and Effective Care - State,24-Apr-24,"Data refreshed EXCEPT for ED-2-Strata-1, ED-2-Strata-2, STRK-02, STK-03, STK-5, VTE-1, VTE-2, Safe Use of Opiods, IMM-3; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/632h-zaca,Unplanned Hospital Visits - Hospital,24-Apr-24,"Data refreshed EXCEPT for ED-2-Strata-1, ED-2-Strata-2, STRK-02, STK-03, STK-5, VTE-1, VTE-2, Safe Use of Opiods, IMM-3; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/cvcs-xecj,Unplanned Hospital Visits - National,24-Apr-24,"Data refreshed for OP-32, OP-35-ADM, OP-35-ED, OP-36; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/4gkm-5ypv,Unplanned Hospital Visits - State,24-Apr-24,"Data refreshed for OP-32, OP-35-ADM, OP-35-ED, OP-36; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/gbq5-7hzr,Value of Care- National,24-Apr-24,"Data refreshed for OP-32, OP-35-ADM, OP-35-ED, OP-36; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/uyx4-5s7f,Veterans Health Administration Provider Level Data,24-Apr-24,Data refreshed
https://data.cms.gov/provider-data/search?fulltext=vha&theme=Hospitals,Veterans Health Administration Timely and Effective Care Data,24-Apr-24,No updates
https://data.cms.gov/provider-data/dataset/4jcv-atw7,Ambulatory Surgical Measures-Facility,26-Jan-24,"Data refreshed Except for IMM-3, STK-02, STK-06, VTE-1, and VTE-2"
https://data.cms.gov/provider-data/dataset/wue8-3vwe,Ambulatory Surgical Measures-National,26-Jan-24,"ASC-9, ASC-11, ASC-13, ASC-14 and ASC-20 were refreshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/axe7-s95e,Ambulatory Surgical Measures-State,26-Jan-24,"ASC-9, ASC-11, ASC-13, ASC-14 and ASC-20 were refreshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/ynj2-r877,Complications and Deaths- Hospital,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/qqw3-t4ie,Complications and Deaths - National,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/bs2r-24vh,Complications and Deaths- State,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/bzsr-4my4,Data Updates,26-Jan-24,Data refreshed
https://data.cms.gov/provider-data/dataset/y9us-9xdf,Footnote Crosswalk,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/77hc-ibv8,Healthcare Associated Infections - Hospital,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yd3s-jyhd,Healthcare Associated Infections - National,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/k2ze-bqvw,Healthcare Associated Infections - State,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yq43-i98g,Hospital-Acquired Condition Reduction Program,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/xubh-q36u,Hospital General Information,26-Jan-24,Data refeshed; Added new Birthing  Friendly measure;  Open/Closed List applied
https://data.cms.gov/provider-data/dataset/9n3s-kdb3,Hospital Readmissions Reduction Program,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/pudb-wetr,Hospital Value-Based Purchasing (HVBP)- Clinical Care Outcomes Scores,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data - by Facility,26-Jan-24,IPFQR-HCP COVID 19 measure refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data - by State,26-Jan-24,IPFQR-HCP COVID 19 measure refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data - National,26-Jan-24,IPFQR-HCP COVID 19 measure refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/nrdb-3fcy,Maternal Health- by Hospital,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/by6q-6tc4,Maternal Health - by State,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/anxg-51lp,Maternal Health - by National,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/4j6d-yzce,Measure Dates,26-Jan-24,Data refreshed
https://data.cms.gov/provider-data/dataset/nrth-mfg3,Medicare Hospital Spending by Claim,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/rrqw-56er,Medicare Spending Per Beneficiary - Hospital,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/5hk7-b79m,Medicare Spending Per Beneficiary - Hospital Additional Decimal Places,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/3n5g-6b7f,Medicare Spending Per Beneficiary - National,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/rs6n-9qwg,Medicare Spending Per Beneficiary - State,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/g3fg-3myg,Oncology Care Measures-PPS- Excempt Cancer Hospital,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/z8ax-x9j1,PCH_Unplanned_Hospital_Visits_HOSPITAL,26-Jan-24,Added new measure PCH-36
https://data.cms.gov/provider-data/dataset/jfnd-nl7s,PCH_Unplanned_Hospital_Visits_NATIONAL,26-Jan-24,Added new measure PCH-36
https://data.cms.gov/provider-data/dataset/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - Facility,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/di9i-zzrc,Outpatient Imaging Efficiency - National,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/if5v-4x48,Outpatient Imaging Efficiency - State,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/dgck-syfz,Patient survey (HCAHPS) - Hospital,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/99ue-w85f,Patient survey (HCAHPS)  - National.csv,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/84jm-wiui,Patient survey (HCAHPS) - State.csv,26-Jan-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital,26-Jan-24,Data refreshed
https://data.cms.gov/provider-data/dataset/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,26-Jan-24,Data refreshed
https://data.cms.gov/provider-data/dataset/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,26-Jan-24,Data refreshed
https://data.cms.gov/provider-data/dataset/c7us-v4mf,Payment and Value of Care - Hospital,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/ygty-mm5a,Payment - National,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/98ix-2iqy,Payment - State,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/k653-4ka8,Safety and Healthcare-Associated Infection Measures - PPS-Exempt Cancer Hospital,26-Jan-24,Data refreshed
https://data.cms.gov/provider-data/dataset/5gv4-jwyv,Table 1: FY2021 Net Change in Base Operating DRG Payment Amount,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/xrgf-x36b,Table 2: FY2021 Distribution of Net Change in Base Operating DRG Payment Amount,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/u625-zae7,Table 3: FY2021 Percent Change in Medicare Payments,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/vtqa-m4zn,Table 4: FY2021 Value-Based Incentive Payment Amount,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/yv7e-xc69,Timely and Effective care - Hospital,26-Jan-24,"Data refreshed EXCEPT for OP-22, EDV, OP-29, OP-31; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/isrn-hqyy,Timely and Effective Care - National,26-Jan-24,"Data refreshed EXCEPT for OP-22, EDV, OP-29, OP-31; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/apyc-v239,Timely and Effective Care - State,26-Jan-24,"Data refreshed EXCEPT for OP-22, EDV, OP-29, OP-31; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/632h-zaca,Unplanned Hospital Visits - Hospital,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/cvcs-xecj,Unplanned Hospital Visits - National,26-Jan-24,No updates
https://data.cms.gov/provider-data/dataset/4gkm-5ypv,Unplanned Hospital Visits - State,26-Jan-24,No updates
