https://data.cms.gov/provider-data/ location affected,Downloadable CSV revised file affected,Data Last Updated,Data Last Updated Details
https://data.cms.gov/provider-data/dataset/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data - by Facility,19-Feb-25,"Data refreshed; Retired measures: HBIPS-5, TOB-2, and TOB-2a; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data - by State,19-Feb-25,"Data refreshed; Retired measures: HBIPS-5, TOB-2, and TOB-2a; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data - National,19-Feb-25,"Data refreshed; Retired measures: HBIPS-5, TOB-2, and TOB-2a; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/nrdb-3fcy,Maternal Health- by Hospital,19-Feb-25,Retired Measure: PC-01; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/by6q-6tc4,Maternal Health - by State,19-Feb-25,Retired Measure: PC-01; Dataset temporarily removed
https://data.cms.gov/provider-data/dataset/anxg-51lp,Maternal Health - by National,19-Feb-25,Retired Measure: PC-01; Dataset temporarily removed
https://data.cms.gov/provider-data/dataset/4j6d-yzce,Measure Dates,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/nrth-mfg3,Medicare Hospital Spending by Claim,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/rrqw-56er,Medicare Spending Per Beneficiary - Hospital,19-Feb-25,Data refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/5hk7-b79m,Medicare Spending Per Beneficiary - Hospital Additional Decimal Places,19-Feb-25,Data refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/3n5g-6b7f,Medicare Spending Per Beneficiary - National,19-Feb-25,Data refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/rs6n-9qwg,Medicare Spending Per Beneficiary - State,19-Feb-25,Data refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/z8ax-x9j1,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital-National,19-Feb-25,No updates
https://data.cms.gov/provider-data/dataset/jfnd-nl7s,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital-Hospital,19-Feb-25,No updates
https://data.cms.gov/provider-data/dataset/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,19-Feb-25,No updates
https://data.cms.gov/provider-data/dataset/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - Facility,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,19-Feb-25,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/di9i-zzrc,Outpatient Imaging Efficiency - National,19-Feb-25,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/if5v-4x48,Outpatient Imaging Efficiency - State,19-Feb-25,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/qoeg-w7ck,Palliative Care - PPS-Exempt Cancer Hospital-Hospital,19-Feb-25,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/qigt-w5cx,Palliative Care - PPS-Exempt Cancer Hospital-National,19-Feb-25,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/mxtu-43qs,Patient Reported Outcomes,19-Feb-25,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dgck-syfz,Patient survey (HCAHPS) - Hospital,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/99ue-w85f,Patient survey (HCAHPS)  - National.csv,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/84jm-wiui,Patient survey (HCAHPS) - State.csv,19-Feb-25,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/c7us-v4mf,Payment and Value of Care - Hospital,19-Feb-25,No updates
https://data.cms.gov/provider-data/dataset/ygty-mm5a,Payment - National,19-Feb-25,No updates
https://data.cms.gov/provider-data/dataset/98ix-2iqy,Payment - State,19-Feb-25,No updates
https://data.cms.gov/provider-data/dataset/f4ga-b9gx,Promoting Interoperability,19-Feb-25,New dataset; New data element added: Promoting Interoperability CEHRT ID
https://data.cms.gov/provider-data/dataset/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,19-Feb-25,No updates; Open/Closed applied
https://data.cms.gov/provider-data/dataset/k653-4ka8,Safety and Healthcare-Associated Infection Measures - PPS-Exempt Cancer Hospital,19-Feb-25,Data refreshed except for PCH-28
https://data.cms.gov/provider-data/dataset/5gv4-jwyv,Table 1: FY2021 Net Change in Base Operating DRG Payment Amount,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/xrgf-x36b,Table 2: FY2021 Distribution of Net Change in Base Operating DRG Payment Amount,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/u625-zae7,Table 3: FY2021 Percent Change in Medicare Payments,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/vtqa-m4zn,Table 4: FY2021 Value-Based Incentive Payment Amount,19-Feb-25,Data refreshed
https://data.cms.gov/provider-data/dataset/yv7e-xc69,Timely and Effective care - Hospital,19-Feb-25,"HCP COVID-19, SEP-1, SEV-SEP-6HR, SEV-SEP-3HR, SEV-SH-6HR, SEV-SH-3HR, OP-18b, OP-18c, OP-22, EDV, OP-23, OP-29, and OP-31 were refreshed; DoD refreshed all data; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/isrn-hqyy,Timely and Effective Care - National,19-Feb-25,"HCP COVID-19, SEP-1, SEV-SEP-6HR, SEV-SEP-3HR, SEV-SH-6HR, SEV-SH-3HR, OP-18b, OP-18c, OP-22, EDV, OP-23, OP-29, and OP-31 were refreshed; DoD refreshed all data; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/apyc-v239,Timely and Effective Care - State,19-Feb-25,"HCP COVID-19, SEP-1, SEV-SEP-6HR, SEV-SEP-3HR, SEV-SH-6HR, SEV-SH-3HR, OP-18b, OP-18c, OP-22, EDV, OP-23, OP-29, and OP-31 were refreshed; DoD refreshed all data; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/632h-zaca,Unplanned Hospital Visits - Hospital,19-Feb-25,"OP-32, OP-35-ADM-OP-35-ED, OP-36 were refreshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/cvcs-xecj,Unplanned Hospital Visits - National,19-Feb-25,"OP-32, OP-35-ADM-OP-35-ED, OP-36 were refreshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/4gkm-5ypv,Unplanned Hospital Visits - State,19-Feb-25,"OP-32, OP-35-ADM-OP-35-ED, OP-36 were refreshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/gbq5-7hzr,Value of Care- National,19-Feb-25,No updates
https://data.cms.gov/provider-data/dataset/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,19-Feb-25,Data refreshed; Retired measure: TOB-2
https://data.cms.gov/provider-data/dataset/uyx4-5s7f,Veterans Health Administration Provider Level Data,19-Feb-25,No updates
https://data.cms.gov/provider-data/search?fulltext=vha&theme=Hospitals,Veterans Health Administration Timely and Effective Care Data,19-Feb-25,"Data refreshed for HCP-COVID-19, OP-18b, OP-18c, OP-22, EDV, OP-23, OP-29, and SEP-1."
https://data.cms.gov/provider-data/dataset/4jcv-atw7,Ambulatory Surgical Measures-Facility,30-Oct-24,"ASC-9, ASC-11, ASC-13, ASC-14, and ASC-20 were refreshed; New measures added: ASC-1, ASC-2, ASC-3, and ASC-4;  Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/wue8-3vwe,Ambulatory Surgical Measures-National,30-Oct-24,"ASC-9, ASC-11, ASC-13, ASC-14, and ASC-20 were refreshed; New measures added: ASC-1, ASC-2, ASC-3, and ASC-4;  Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/axe7-s95e,Ambulatory Surgical Measures-State,30-Oct-24,"ASC-9, ASC-11, ASC-13, ASC-14, and ASC-20 were refreshed; New measures added: ASC-1, ASC-2, ASC-3, and ASC-4;  Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/ynj2-r877,Complications and Deaths- Hospital,30-Oct-24,"Data refreshed EXCEPT for COMP-HIP-KNEE, MORT-30-AMI, MORT-30-CABG, MORT-30-COPD, MORT-30-HF, MORT-30-PN, MORT-30-STK; Measure title updated for PSI-08; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/qqw3-t4ie,Complications and Deaths - National,30-Oct-24,"Data refreshed EXCEPT for COMP-HIP-KNEE, MORT-30-AMI, MORT-30-CABG, MORT-30-COPD, MORT-30-HF, MORT-30-PN, MORT-30-STK; Measure title updated for PSI-08; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/bs2r-24vh,Complications and Deaths- State,30-Oct-24,"Data refreshed EXCEPT for COMP-HIP-KNEE, MORT-30-AMI, MORT-30-CABG, MORT-30-COPD, MORT-30-HF, MORT-30-PN, MORT-30-STK; Measure title updated for PSI-08; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,30-Oct-24,No updates; Open/Closed List applied 
https://data.cms.gov/provider-data/dataset/bzsr-4my4,Data Updates,30-Oct-24,Data refreshed
https://data.cms.gov/provider-data/dataset/y9us-9xdf,Footnote Crosswalk,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/v6ff-cmgx,Health_Equity_Hospital.csv,30-Oct-24,New Dataset; New measure: HCHE
https://data.cms.gov/provider-data/dataset/5ryi-3zdn,Health_Equity_State.csv,30-Oct-24,New Dataset; New measure: HCHE
https://data.cms.gov/provider-data/dataset/anfs-nlq7,Health_Equity_National.csv,30-Oct-24,New Dataset; New measure: HCHE
https://data.cms.gov/provider-data/dataset/77hc-ibv8,Healthcare Associated Infections - Hospital,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yd3s-jyhd,Healthcare Associated Infections - National,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/k2ze-bqvw,Healthcare Associated Infections - State,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yq43-i98g,Hospital-Acquired Condition Reduction Program,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/xubh-q36u,Hospital General Information,30-Oct-24,Data refreshed for Birthing-Friendly; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/9n3s-kdb3,Hospital Readmissions Reduction Program,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/pudb-wetr,Hospital Value-Based Purchasing (HVBP)- Clinical Care Outcomes Scores,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data - by Facility,30-Oct-24,IPFQR-HCP COVID-19 refreshed and measure description was also updated; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data - by State,30-Oct-24,IPFQR-HCP COVID-19 refreshed and measure description was also updated; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data - National,30-Oct-24,IPFQR-HCP COVID-19 refreshed and measure description was also updated; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/nrdb-3fcy,Maternal Health- by Hospital,30-Oct-24,"PC-01, PC-05, and SM-7 refreshed; New measures added: ePC-02, ePC-07a, and ePC-07b; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/by6q-6tc4,Maternal Health - by State,30-Oct-24,"PC-01, PC-05, and SM-7 refreshed; New measures added: ePC-02, ePC-07a, and ePC-07b; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/anxg-51lp,Maternal Health - by National,30-Oct-24,"PC-01, PC-05, and SM-7 refreshed; New measures added: ePC-02, ePC-07a, and ePC-07b; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/4j6d-yzce,Measure Dates,30-Oct-24,Data refreshed
https://data.cms.gov/provider-data/dataset/nrth-mfg3,Medicare Hospital Spending by Claim,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/rrqw-56er,Medicare Spending Per Beneficiary - Hospital,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/5hk7-b79m,Medicare Spending Per Beneficiary - Hospital Additional Decimal Places,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/3n5g-6b7f,Medicare Spending Per Beneficiary - National,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/rs6n-9qwg,Medicare Spending Per Beneficiary - State,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/z8ax-x9j1,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital-National,30-Oct-24,Data refreshed for PCH-36
https://data.cms.gov/provider-data/dataset/jfnd-nl7s,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital-Hospital,30-Oct-24,Data refreshed for PCH-36
https://data.cms.gov/provider-data/dataset/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - Facility,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/di9i-zzrc,Outpatient Imaging Efficiency - National,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/if5v-4x48,Outpatient Imaging Efficiency - State,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/qoeg-w7ck,Palliative Care - PPS-Exempt Cancer Hospital-Hospital,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/qigt-w5cx,Palliative Care - PPS-Exempt Cancer Hospital-National,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/mxtu-43qs,Patient Reported Outcomes,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dgck-syfz,Patient survey (HCAHPS) - Hospital,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/99ue-w85f,Patient survey (HCAHPS)  - National.csv,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/84jm-wiui,Patient survey (HCAHPS) - State.csv,30-Oct-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital,30-Oct-24,Data refreshed
https://data.cms.gov/provider-data/dataset/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,30-Oct-24,Data refreshed
https://data.cms.gov/provider-data/dataset/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,30-Oct-24,Data refreshed
https://data.cms.gov/provider-data/dataset/c7us-v4mf,Payment and Value of Care - Hospital,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/ygty-mm5a,Payment - National,30-Oct-24,Data refreshed
https://data.cms.gov/provider-data/dataset/98ix-2iqy,Payment - State,30-Oct-24,Data refreshed
https://data.cms.gov/provider-data/dataset/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,30-Oct-24,Data refreshed; Open/Closed applied
https://data.cms.gov/provider-data/dataset/k653-4ka8,Safety and Healthcare-Associated Infection Measures - PPS-Exempt Cancer Hospital,30-Oct-24,Data refreshed; Measure description updated for PCH-38
https://data.cms.gov/provider-data/dataset/5gv4-jwyv,Table 1: FY2021 Net Change in Base Operating DRG Payment Amount,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/xrgf-x36b,Table 2: FY2021 Distribution of Net Change in Base Operating DRG Payment Amount,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/u625-zae7,Table 3: FY2021 Percent Change in Medicare Payments,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/vtqa-m4zn,Table 4: FY2021 Value-Based Incentive Payment Amount,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/yv7e-xc69,Timely and Effective care - Hospital,30-Oct-24,"Data refreshed EXCEPT for OP-31, OP-22, EDV, and OP-29; DoD refreshed OP-18b, OP-23, and SEP-1 data; New measures added: HH-01, HH-02, and OP-40; Measure description has been updated for HCP COVID-19; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/isrn-hqyy,Timely and Effective Care - National,30-Oct-24,"Data refreshed EXCEPT for OP-31, OP-22, EDV, and OP-29; DoD refreshed OP-18b, OP-23, and SEP-1 data; New measures added: HH-01, HH-02, OP-40, and SAFE_USE_OF_OPIOIDS; Measure description has been updated for HCP COVID-19; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/apyc-v239,Timely and Effective Care - State,30-Oct-24,"Data refreshed EXCEPT for OP-31, OP-22, EDV, and OP-29; DoD refreshed OP-18b, OP-23, and SEP-1 data; New measures added: HH-01, HH-02, OP-40, and SAFE_USE_OF_OPIOIDS; Measure description has been updated for HCP COVID-19; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/632h-zaca,Unplanned Hospital Visits - Hospital,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/cvcs-xecj,Unplanned Hospital Visits - National,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/4gkm-5ypv,Unplanned Hospital Visits - State,30-Oct-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/gbq5-7hzr,Value of Care- National,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,30-Oct-24,No updates
https://data.cms.gov/provider-data/dataset/uyx4-5s7f,Veterans Health Administration Provider Level Data,30-Oct-24,No updates
https://data.cms.gov/provider-data/search?fulltext=vha&theme=Hospitals,Veterans Health Administration Timely and Effective Care Data,30-Oct-24,"Data refreshed for HCP-COVID-19, IMM-3, OP-18b, OP-18c, OP-23, SEP-1, STK-02, STK-06, VTE-1, and VTE-2."
https://data.cms.gov/provider-data/dataset/4jcv-atw7,Ambulatory Surgical Measures-Facility,31-Jul-24,ASC-20 was refreshed;  Open/Closed List applied
https://data.cms.gov/provider-data/dataset/wue8-3vwe,Ambulatory Surgical Measures-National,31-Jul-24,ASC-20 was refreshed;  Open/Closed List applied
https://data.cms.gov/provider-data/dataset/axe7-s95e,Ambulatory Surgical Measures-State,31-Jul-24,ASC-20 was refreshed;  Open/Closed List applied
https://data.cms.gov/provider-data/dataset/ynj2-r877,Complications and Deaths- Hospital,31-Jul-24,"Data refreshed for COMP-HIP-KNEE, MORT-30-AMI, MORT-30-CABG, MORT-30-COPD, MORT-30-HF, MORT-30-PN, MORT-30-STK rereshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/qqw3-t4ie,Complications and Deaths - National,31-Jul-24,"Data refreshed for COMP-HIP-KNEE, MORT-30-AMI, MORT-30-CABG, MORT-30-COPD, MORT-30-HF, MORT-30-PN, MORT-30-STK rereshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/bs2r-24vh,Complications and Deaths- State,31-Jul-24,"Data refreshed for COMP-HIP-KNEE, MORT-30-AMI, MORT-30-CABG, MORT-30-COPD, MORT-30-HF, MORT-30-PN, MORT-30-STK rereshed; Open/Closed List applied"
https://data.cms.gov/provider-data/dataset/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,31-Jul-24,No updates; Open/Closed List applied 
https://data.cms.gov/provider-data/dataset/bzsr-4my4,Data Updates,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/y9us-9xdf,Footnote Crosswalk,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/77hc-ibv8,Healthcare Associated Infections - Hospital,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yd3s-jyhd,Healthcare Associated Infections - National,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/k2ze-bqvw,Healthcare Associated Infections - State,31-Jul-24,Data refeshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/yq43-i98g,Hospital-Acquired Condition Reduction Program,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/xubh-q36u,Hospital General Information,31-Jul-24,Data refreshed for Overall Star Rating and PiPartcipating; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/9n3s-kdb3,Hospital Readmissions Reduction Program,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/pudb-wetr,Hospital Value-Based Purchasing (HVBP)- Clinical Care Outcomes Scores,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data - by Facility,31-Jul-24,IPFQR-HCP COVID-19 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data - by State,31-Jul-24,IPFQR-HCP COVID-19 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data - National,31-Jul-24,IPFQR-HCP COVID-19 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/nrdb-3fcy,Maternal Health- by Hospital,31-Jul-24,PC-01 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/by6q-6tc4,Maternal Health - by State,31-Jul-24,PC-01 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/anxg-51lp,Maternal Health - by National,31-Jul-24,PC-01 refreshed; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/4j6d-yzce,Measure Dates,31-Jul-24,Data refreshed
https://data.cms.gov/provider-data/dataset/nrth-mfg3,Medicare Hospital Spending by Claim,31-Jul-24,No updates
https://data.cms.gov/provider-data/dataset/rrqw-56er,Medicare Spending Per Beneficiary - Hospital,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/5hk7-b79m,Medicare Spending Per Beneficiary - Hospital Additional Decimal Places,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/3n5g-6b7f,Medicare Spending Per Beneficiary - National,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/rs6n-9qwg,Medicare Spending Per Beneficiary - State,31-Jul-24,No updates; Open/Closed List applied
https://data.cms.gov/provider-data/dataset/z8ax-x9j1,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital-National,31-Jul-24,Data refreshed for PCH-30 and PCH-31; New measure added: PCH-37
https://data.cms.gov/provider-data/dataset/jfnd-nl7s,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital-Hospital,31-Jul-24,Data refreshed for PCH-30 and PCH-31; New measure added: PCH-37
https://data.cms.gov/provider-data/dataset/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,31-Jul-24,No updates
