"Measure ID","Measure Name","Score","Footnote - Score","National Median","Footnote - National Median","Start Date","End Date"
MSPB_1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,"$26,516.28",,01/01/2023,12/31/2023
